,user_id,user_url,reviews,item_id,sentiment_analysis,recommend,pct_recommend
300,2sneaky5u,http://steamcommunity.com/id/2sneaky5u,"[{'funny': '', 'posted': 'Posted November 8, 2014.', 'last_edited': '', 'item_id': '274980', 'helpful': '7 of 8 people (88%) found this review helpful', 'recommend': True, 'review': ""Influent is quite basic in nature with the simple objective of walking around a small 4 room apartment clicking on objects to learn their pronounciation in any given target language. Although it hosts this extremely simplistic goal it really does a sucessful job at drawing the players attention in and making them want to learn. It is notable that Influent isn't going to form you into some language speaking master capable of conversing in any language but it does provide a solid baseline in which you can form your grammatical understanding on top of. If anything, just for the purpose of learning 400+ words this game is a invaluable source for language learners in a somewhat beggining state.""}]",['274980'],['2'],[True],1.0
301,76561198072137331,http://steamcommunity.com/profiles/76561198072137331,"[{'funny': '', 'posted': 'Posted April 5.', 'last_edited': '', 'item_id': '440', 'helpful': '0 of 1 people (0%) found this review helpful', 'recommend': True, 'review': 'This is a good game to play as it uses 1st person viewing which allows for maximum experience. It also allows for the player to choose a type of character which further helps people choose the playstyle they like.'}]",['440'],['1'],[True],1.0
302,81447,http://steamcommunity.com/id/81447,"[{'funny': '', 'posted': 'Posted April 2, 2014.', 'last_edited': '', 'item_id': '230410', 'helpful': '3 of 3 people (100%) found this review helpful', 'recommend': True, 'review': 'เป็นgameที่สนุกมากครับ มาภารกิจต่งๆมากมายและเมื่อเราเล่นด่านเดือมซั้มมันจะRANDOMด่านให้เองครับ เป็นgameที่จริงๆครับมารองเล่นดูครับ'}]",['230410'],['0'],[True],1.0
303,ipaqmaster1,http://steamcommunity.com/id/ipaqmaster1,"[{'funny': '', 'posted': 'Posted October 15, 2015.', 'last_edited': 'Last edited October 15, 2015.', 'item_id': '391540', 'helpful': 'No ratings yet', 'recommend': True, 'review': '[Optional hidden Spoilers] So, I torrented this game as I was initially slightly sceptical of it.After playing for about 4-8 hours I ended up completely finishing it  and the optional second proper ending!    It was so bloody good I had to purchase it and the complete soundtrack which was incredibly well made and complimented the game perfectly. They definitely deserve this with the hard work put into it. And here I am to share how good it is.Damn. I don\'t think I\'ve played a video game this well done in years. Definitely the type of adventure I\'ve been looking for honestly. The actual game itself is funny witty and has some smart points worth noting in it. Keeps up with jokes and well timed metahumour. The music is absolutely insane. So much emotion, action and hype every time the battle themes kick in and the character design has been weaved in incredibly well too. Individual personalities and I guess you could say an entire ""Theme"".I would definitely recommend, and if I could ""True Reset"" to a week ago in real life.. and play it again. I definitely would.10/10 Game. Beautiful Soundtrack, Character Design and Humour. I love it and would recommend it to everybody possibleNever forget  http://i.imgur.com/lYMgk1n.jpg '}, {'funny': '', 'posted': 'Posted August 15, 2014.', 'last_edited': '', 'item_id': '304930', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""Just did a 3 hour session with some mates. Isn't network intensive, pretty fun to muck around and adventure in""}, {'funny': '', 'posted': 'Posted May 4, 2014.', 'last_edited': '', 'item_id': '221640', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""Current Version doesn't seem to work. Many people say it's because of dual monitor setups but still.""}]","['391540', '304930', '221640']","['2', '2', '2']","[True, True, True]",1.0
304,76561198068990827,http://steamcommunity.com/profiles/76561198068990827,"[{'funny': '', 'posted': 'Posted June 26, 2014.', 'last_edited': '', 'item_id': '243450', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'just AWESOME!!!'}]",['243450'],['2'],[True],1.0
305,76561198138586856,http://steamcommunity.com/profiles/76561198138586856,"[{'funny': '', 'posted': 'Posted September 18.', 'last_edited': '', 'item_id': '620', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'best game ever'}, {'funny': '', 'posted': 'Posted February 20.', 'last_edited': '', 'item_id': '204360', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'best game evah'}, {'funny': '', 'posted': 'Posted January 24.', 'last_edited': 'Last edited September 6.', 'item_id': '4000', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Best game ever'}, {'funny': '', 'posted': 'Posted January 21.', 'last_edited': '', 'item_id': '299420', 'helpful': 'No ratings yet', 'recommend': False, 'review': ""i tried to play this game when i try to build my block disappears and i can't build anymore 0/10""}]","['620', '204360', '4000', '299420']","['1', '1', '1', '0']","[True, True, True, False]",0.75
306,BecauseImSAD,http://steamcommunity.com/id/BecauseImSAD,"[{'funny': '4 people found this review funny', 'posted': 'Posted March 11.', 'last_edited': 'Last edited March 20.', 'item_id': '293500', 'helpful': '6 of 8 people (75%) found this review helpful', 'recommend': True, 'review': 'Manliest Game...'}]",['293500'],['0'],[True],1.0
307,76561198054473452,http://steamcommunity.com/profiles/76561198054473452,"[{'funny': '', 'posted': 'Posted December 14, 2014.', 'last_edited': 'Last edited May 3, 2015.', 'item_id': '570', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'i only been playing for a little bit, but i think that is is a great game'}]",['570'],['1'],[True],1.0
308,TheDapperDuk,http://steamcommunity.com/id/TheDapperDuk,"[{'funny': '3 people found this review funny', 'posted': 'Posted September 29, 2014.', 'last_edited': '', 'item_id': '268750', 'helpful': '7 of 11 people (64%) found this review helpful', 'recommend': True, 'review': 'An amazing game, for all those that enjoy 2D side scrolling games along with crafting and fighting monsters to survive, this game thrives to keep the player ocupied with learning how to craft certain items and abiltitys (like minecraft). Along with choosing your class by picking your abilitys like magic, melee and ranged attacks in which you get the new choice of an ability every 5 levels, I recomend this game to any one that loves minecraft, side scrolling games and challenging enemys which will put you to the limits!'}]",['268750'],['2'],[True],1.0
309,76561198050012972,http://steamcommunity.com/profiles/76561198050012972,"[{'funny': '', 'posted': 'Posted June 28, 2014.', 'last_edited': '', 'item_id': '218230', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'good game'}]",['218230'],['1'],[True],1.0
310,76561198060901683,http://steamcommunity.com/profiles/76561198060901683,"[{'funny': '', 'posted': 'Posted March 5, 2014.', 'last_edited': '', 'item_id': '213670', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'I Recomend this game to everyone, but I am a little ♥♥♥♥♥♥ off about 1 thing....!I Pre-Ordered this game because I am a HUGE South Park fan, I started watching the show when I was 6 years old, back when it was first showed on TV. This game is made for people who are 18 years and older. The question I have is why is this game a ""low violence version"" it is only for people 18 years and older. I understand its because its pretty full on. Being an adult means you have access to Uncensored stuff, adult movies, guns, etc. But why is this game censored for adults who paid good money for something that should not be censored. The logic makes no sence. Even the South Park TV show is Uncensored at MA+15. Why Censore a game at R+18? This is absolutely Outrageous. ITS SOUTHPARK. COME ON. PATCH IT SO IT IS UNCENSORED!'}, {'funny': '', 'posted': 'Posted January 17, 2014.', 'last_edited': '', 'item_id': '228380', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'This game is SERIOUSLY worth getting. It is the best carnage car game I have ever played. It is really realistic and absolutely 200% fun. If you like to smash the absolute crap out of everything, then this is the game for you. The only words I think I can best describe this game by is. Entertaining, Satisfying, Wonderful. It is awesome. I recommend this game to anyone who likes racing games, and if they love it, Demolition Derby games. I know I barg alot about it, but I only do that because there is a hell of a lot to brag about. And its still being developed. I say good work. I love this game. 10/10.'}]","['213670', '228380']","['2', '2']","[True, True]",1.0
311,grmd2,http://steamcommunity.com/id/grmd2,"[{'funny': '', 'posted': 'Posted April 7.', 'last_edited': '', 'item_id': '440', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'THIS GAME IS AMAZING!'}]",['440'],['1'],[True],1.0
312,coil71,http://steamcommunity.com/id/coil71,"[{'funny': '', 'posted': 'Posted April 20, 2014.', 'last_edited': '', 'item_id': '283940', 'helpful': '6 of 7 people (86%) found this review helpful', 'recommend': True, 'review': 'As the steam tags say this is a HARDCORE POST-APOCALYPTIC GAME!AMAZING TRIPLE A TITLE!'}, {'funny': '1 person found this review funny', 'posted': 'Posted December 4, 2013.', 'last_edited': '', 'item_id': '230410', 'helpful': '2 of 4 people (50%) found this review helpful', 'recommend': True, 'review': 'I like Cats'}, {'funny': '', 'posted': 'Posted September 25, 2014.', 'last_edited': '', 'item_id': '218230', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Very Fun If Your Can Run It.'}]","['283940', '230410', '218230']","['1', '1', '2']","[True, True, True]",1.0
313,76561198011303167,http://steamcommunity.com/profiles/76561198011303167,"[{'funny': '', 'posted': 'Posted October 14, 2015.', 'last_edited': '', 'item_id': '221100', 'helpful': '18 of 22 people (82%) found this review helpful', 'recommend': False, 'review': 'This is still in Early Access? Lol'}, {'funny': '', 'posted': 'Posted September 3.', 'last_edited': '', 'item_id': '395180', 'helpful': '14 of 21 people (67%) found this review helpful', 'recommend': False, 'review': 'Not recommended for the price of $34.99 USD. Its just a new map, mostly reskinned units, addition of 10 or so units with new weapons and a handful of new vehicles. While it has more content than previous DLCs, its not worth $34.99Wait for sale $20 and under'}, {'funny': '', 'posted': 'Posted October 27, 2015.', 'last_edited': '', 'item_id': '17080', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'Ah yes i remember this'}, {'funny': '', 'posted': 'Posted September 22, 2015.', 'last_edited': '', 'item_id': '217920', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': False, 'review': 'Yeah nah like this game is no good. Too easy, pretty much an on rails shooter you see at the arcade.'}, {'funny': '', 'posted': 'Posted November 2, 2015.', 'last_edited': '', 'item_id': '244850', 'helpful': '2 of 4 people (50%) found this review helpful', 'recommend': True, 'review': 'The devs started on a new Engineers game before finishing this one. But what is here is worth $25 assuming you have friends around to play with. Everything in this game is time consuming. Its not minecraft where its simply pick up and put down. It goes something like Harvest/Mine/Gather/Whatever > Process into desired material > create the block (weld and stuff) and then finally place it. Physics are nice. The player animation for flying is a bit weird and awkward but i cant think of anything to replace it with. Workshop has plenty of addons to download. Have Fun'}, {'funny': '', 'posted': 'Posted September 28, 2015.', 'last_edited': '', 'item_id': '326480', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Mint'}]","['221100', '395180', '17080', '217920', '244850', '326480']","['2', '2', '1', '2', '1', '1']","[False, False, True, False, True, True]",0.5
314,1457184935981,http://steamcommunity.com/id/1457184935981,"[{'funny': '25 people found this review funny', 'posted': 'Posted November 3, 2015.', 'last_edited': '', 'item_id': '213210', 'helpful': '30 of 34 people (88%) found this review helpful', 'recommend': True, 'review': 'I was considering writing a proper reveiw, but then I thought: EXPLOSIONS!!!'}, {'funny': '', 'posted': 'Posted September 10, 2014.', 'last_edited': 'Last edited January 14, 2015.', 'item_id': '440', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'Hats, Sentrys, rocket launchers. What more could you want?10/10'}, {'funny': '', 'posted': 'Posted May 17.', 'last_edited': '', 'item_id': '730', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'I played on TAnd just thought...♥♥♥♥ da police'}, {'funny': '', 'posted': 'Posted June 4, 2015.', 'last_edited': '', 'item_id': '200210', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""I love this game. It was awesome when I started playing and Kabam keeps making things better and better. The biggest faults I have with this game are lag and Realm gold. With the addition of the mystery boxes and the alchemist, as well as the items being sold in the nexus, new players started buying items and becoming great players, without putting any real time in the game.But that being said, it's still a great game. I love playing mystic with it's new buffs, and the update just proves Kabam's actually thinking about the game. So all in all, This is a game definately worth playing.""}]","['213210', '440', '730', '200210']","['1', '1', '1', '2']","[True, True, True, True]",1.0
315,76561198045926585,http://steamcommunity.com/profiles/76561198045926585,"[{'funny': '', 'posted': 'Posted October 17, 2013.', 'last_edited': '', 'item_id': '570', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': ""Good game. If you don't like go back to league of lesbianos""}, {'funny': '', 'posted': 'Posted December 17, 2013.', 'last_edited': 'Last edited January 19.', 'item_id': '730', 'helpful': '1 of 2 people (50%) found this review helpful', 'recommend': True, 'review': 'CS:GO IS TOO HARD 3 ME.'}, {'funny': '', 'posted': 'Posted December 23, 2013.', 'last_edited': '', 'item_id': '4000', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Fun Game , Many game modes - For further advice ask Anfony (Gmod Expert)'}]","['570', '730', '4000']","['1', '0', '1']","[True, True, True]",1.0
316,GoodOlDick,http://steamcommunity.com/id/GoodOlDick,"[{'funny': '', 'posted': 'Posted November 18, 2014.', 'last_edited': '', 'item_id': '323240', 'helpful': '4 of 11 people (36%) found this review helpful', 'recommend': True, 'review': ""8/10Amazing game. Defiantly needs more attention and is one of the most fun i've ever had.""}]",['323240'],['2'],[True],1.0
317,krisz2412,http://steamcommunity.com/id/krisz2412,"[{'funny': '', 'posted': 'Posted September 23, 2015.', 'last_edited': '', 'item_id': '291010', 'helpful': '0 of 1 people (0%) found this review helpful', 'recommend': True, 'review': ""Really fun game, didn't get scared at all, good for people with hearth attacks +rep""}]",['291010'],['2'],[True],1.0
318,76561198112547239,http://steamcommunity.com/profiles/76561198112547239,"[{'funny': '', 'posted': 'Posted October 29, 2015.', 'last_edited': '', 'item_id': '230410', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Goooooood Gooood Gooood'}]",['230410'],['1'],[True],1.0
319,76561198071009915,http://steamcommunity.com/profiles/76561198071009915,"[{'funny': '', 'posted': 'Posted March 21, 2014.', 'last_edited': '', 'item_id': '440', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'cool game'}]",['440'],['1'],[True],1.0
320,lonliecookie,http://steamcommunity.com/id/lonliecookie,"[{'funny': '', 'posted': 'Posted June 27, 2014.', 'last_edited': '', 'item_id': '730', 'helpful': '1 of 2 people (50%) found this review helpful', 'recommend': True, 'review': 'The aim of the game is to be called a hacker in the end, or during the pistol round.10/10'}, {'funny': '', 'posted': 'Posted December 22, 2013.', 'last_edited': '', 'item_id': '42680', 'helpful': '1 of 2 people (50%) found this review helpful', 'recommend': True, 'review': ""One of the best Call of Duty game out of the series. It's terrible how you can't find much community game mode servers with great ping. Still awesome though, I still love it.""}, {'funny': '', 'posted': 'Posted May 7, 2014.', 'last_edited': '', 'item_id': '8930', 'helpful': '0 of 1 people (0%) found this review helpful', 'recommend': True, 'review': 'Great Game. 10/10 Would definately take over the world again.'}, {'funny': '', 'posted': 'Posted November 28, 2013.', 'last_edited': '', 'item_id': '227680', 'helpful': '5 of 12 people (42%) found this review helpful', 'recommend': False, 'review': ""Most rip off game of the year. Won't run.""}, {'funny': '', 'posted': 'Posted August 5, 2014.', 'last_edited': '', 'item_id': '241540', 'helpful': '1 of 4 people (25%) found this review helpful', 'recommend': True, 'review': 'Good game'}]","['730', '42680', '8930', '227680', '241540']","['0', '2', '1', '0', '1']","[True, True, True, False, True]",0.8
321,Azorex,http://steamcommunity.com/id/Azorex,"[{'funny': '', 'posted': 'Posted January 9, 2015.', 'last_edited': '', 'item_id': '570', 'helpful': '1 of 3 people (33%) found this review helpful', 'recommend': True, 'review': 'trash'}, {'funny': '2 people found this review funny', 'posted': 'Posted January 20, 2015.', 'last_edited': '', 'item_id': '295110', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Really fun game. Early access but still alot of features. The devs work really hard to roll out patches.'}]","['570', '295110']","['1', '2']","[True, True]",1.0
322,36864,http://steamcommunity.com/id/36864,"[{'funny': '', 'posted': 'Posted November 27, 2013.', 'last_edited': '', 'item_id': '214950', 'helpful': '3 of 8 people (38%) found this review helpful', 'recommend': False, 'review': 'cant even start the freaken game.'}, {'funny': '', 'posted': 'Posted September 29, 2014.', 'last_edited': '', 'item_id': '8930', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'ssnooopppydoggggg'}]","['214950', '8930']","['0', '1']","[False, True]",0.5
323,76561198083594288,http://steamcommunity.com/profiles/76561198083594288,"[{'funny': '', 'posted': 'Posted October 27, 2013.', 'last_edited': '', 'item_id': '4000', 'helpful': '2 of 2 people (100%) found this review helpful', 'recommend': True, 'review': ""This is one of the Greatest games i've ever played. Amazing multiplayer system. Different kinds of gamemodes. it has everithing that a player needs.... Despite the Errors in the game, It's still AMAZING! I would recommend this game to all of you Sandbox-loving gamers.If i could rate this, i would rate it 9.5/10""}, {'funny': '', 'posted': 'Posted March 31, 2014.', 'last_edited': 'Last edited April 1, 2014.', 'item_id': '220200', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'KSP, an astonishing game with great gameplay and a large open world where you can explore planets. You can make rockets with pretty much millions of combinations. Unleash your creativity! And just let them all out. Go to other planets and explore them! Or... For an alternative way of ""fun"" you could.... SMASH your rockets to pieces and pieces!! Make a rocket with crazy combinations and try to get to the Moon. Is the rocket too heavy? No problemo! Just add extra thrusters and BOOM!! To the Outer space you\'ll go. In this game... You\'re the engineer...10/10'}, {'funny': '', 'posted': 'Posted July 18, 2015.', 'last_edited': '', 'item_id': '236390', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Stalin approves this game10/10 would get TK-ed again'}, {'funny': '', 'posted': 'Posted December 9, 2014.', 'last_edited': '', 'item_id': '294160', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""A beautiful and addicting simple game where you send swarms of erm... Ships? into other planets and infiltrate them. Yeh.Best part of the game: IT'S FREE!8/10""}]","['4000', '220200', '236390', '294160']","['2', '2', '0', '1']","[True, True, True, True]",1.0
324,76561197987677576,http://steamcommunity.com/profiles/76561197987677576,"[{'funny': '', 'posted': 'Posted December 30, 2013.', 'last_edited': '', 'item_id': '241540', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great game'}]",['241540'],['1'],[True],1.0
325,76561198069100701,http://steamcommunity.com/profiles/76561198069100701,"[{'funny': '', 'posted': 'Posted April 26, 2015.', 'last_edited': 'Last edited November 14, 2015.', 'item_id': '72850', 'helpful': 'No ratings yet', 'recommend': True, 'review': '11/10'}, {'funny': '', 'posted': 'Posted February 18, 2015.', 'last_edited': '', 'item_id': '327890', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'your are bread becoming toast when trying to be come toast you break your computer IGN 11/10'}]","['72850', '327890']","['1', '2']","[True, True]",1.0
326,S810sWolf,http://steamcommunity.com/id/S810sWolf,"[{'funny': '', 'posted': 'Posted September 6.', 'last_edited': '', 'item_id': '475150', 'helpful': '2 of 3 people (67%) found this review helpful', 'recommend': True, 'review': 'Absolutely awesome!! the same elements of the old games with Multiplayer capabilities!!!10/10 definitely recommend'}, {'funny': '', 'posted': 'Posted June 20, 2014.', 'last_edited': '', 'item_id': '233450', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Excellent tycoon game!!'}, {'funny': '', 'posted': 'Posted November 30, 2013.', 'last_edited': '', 'item_id': '17080', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'fan♥♥♥♥ingtastic'}]","['475150', '233450', '17080']","['2', '1', '1']","[True, True, True]",1.0
327,ZeikoJoestar,http://steamcommunity.com/id/ZeikoJoestar,"[{'funny': '89 people found this review funny', 'posted': 'Posted January 22, 2015.', 'last_edited': '', 'item_id': '291480', 'helpful': '297 of 395 people (75%) found this review helpful', 'recommend': False, 'review': '1 wordPAY2WIN'}, {'funny': '10 people found this review funny', 'posted': 'Posted October 13, 2014.', 'last_edited': '', 'item_id': '239660', 'helpful': '20 of 34 people (59%) found this review helpful', 'recommend': True, 'review': 'Aimbot, Aimbot everywhere,Can be an enjoyable game if there are no H4x0rz'}, {'funny': '', 'posted': 'Posted May 28, 2014.', 'last_edited': '', 'item_id': '264380', 'helpful': '5 of 6 people (83%) found this review helpful', 'recommend': True, 'review': 'I cried'}, {'funny': '', 'posted': 'Posted August 3, 2014.', 'last_edited': '', 'item_id': '4000', 'helpful': '2 of 3 people (67%) found this review helpful', 'recommend': True, 'review': 'Best game ever 10/10'}, {'funny': '', 'posted': 'Posted August 5, 2015.', 'last_edited': 'Last edited August 7, 2015.', 'item_id': '383080', 'helpful': '0 of 1 people (0%) found this review helpful', 'recommend': True, 'review': 'Waifu clicker9/11 - IGN'}]","['291480', '239660', '264380', '4000', '383080']","['1', '1', '1', '1', '1']","[False, True, True, True, True]",0.8
328,pikachugamer456,http://steamcommunity.com/id/pikachugamer456,"[{'funny': '', 'posted': 'Posted January 24, 2014.', 'last_edited': '', 'item_id': '440', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Muito ANTIGAMENTE TINHA DOIS IRMAO QUE E UMA  QUE CONTA OS   DO AZUL E VERMELHO BRIGAM PELA AREA'}]",['440'],['1'],[True],1.0
329,76561198087574887,http://steamcommunity.com/profiles/76561198087574887,"[{'funny': '', 'posted': 'Posted February 13, 2015.', 'last_edited': '', 'item_id': '4000', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'terrible de weno'}]",['4000'],['0'],[True],1.0
330,revolverace,http://steamcommunity.com/id/revolverace,"[{'funny': '', 'posted': 'Posted December 7, 2015.', 'last_edited': '', 'item_id': '409160', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""This brilliant little excursion into the world of a game theatrics will bring you right back to Portal and it's sequel. The accompanying narration is hilarious and frustrating as it guides you towards completing the heist for yourself. After one or two little hiccups of course...""}, {'funny': '', 'posted': 'Posted October 18, 2015.', 'last_edited': '', 'item_id': '72850', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Undeniably the powerhouse of Role-playing Games of the last ten years. Despite a simplified levelling and spell system, this iteration of The Elder Scrolls series has not only kept diehard RP fans entetained but also introduce fantasy RPGs to several new generations. Easily worth a few hundred hours of gameplay.'}, {'funny': '', 'posted': 'Posted July 15, 2012.', 'last_edited': '', 'item_id': '207610', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'A great combination of quicktime events, puzzles and point and click adenturing, rolled up in cinematic storytelling and the undead Your choices affect your surrounding characters and the story becomes yours. Gore and guilt-trips galore. Great stuff!'}, {'funny': '', 'posted': 'Posted December 28, 2011.', 'last_edited': '', 'item_id': '15700', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'One of the great platform adventures of the 1990s!'}]","['409160', '72850', '207610', '15700']","['2', '2', '2', '2']","[True, True, True, True]",1.0
331,silver4ismypeak,http://steamcommunity.com/id/silver4ismypeak,"[{'funny': '', 'posted': 'Posted August 22, 2014.', 'last_edited': '', 'item_id': '301520', 'helpful': '0 of 2 people (0%) found this review helpful', 'recommend': False, 'review': 'minecraft'}, {'funny': '', 'posted': 'Posted January 12, 2015.', 'last_edited': '', 'item_id': '105450', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great sound effects, get this game if you like listening to foreign languages'}, {'funny': '', 'posted': 'Posted January 3, 2014.', 'last_edited': '', 'item_id': '221640', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Perfect game to rage quit at.'}]","['301520', '105450', '221640']","['1', '2', '1']","[False, True, True]",0.6666666666666666
332,My3DS,http://steamcommunity.com/id/My3DS,"[{'funny': '', 'posted': 'Posted March 21.', 'last_edited': '', 'item_id': '427520', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': ""99% of n user reviews for this game are positive.It was the first thought when I bought this game, and I have no regrets.Longer Version (Playtime of the game itself):I would still recommend this game even how it's not all filled with features and such. Probably when it gets released from early access, it will be much more fun to play.SPOILERS AHEAD!At first, it starts out bland, but then you start to automate for ores and turn it into plates, where plates are used to create tools. After manually researching, you decide you should automate Science. (At this point let's say we have electricity) After auto research, a biter attack happens. You only have a gun to protect yourself as a gun turret is still being built. You then defend your base, and automate more science. 10-30 hours later, you are already building a rocket silo, where you finish the game. You then decide to install mods, where you go all over again with a new experience. It never ends.In a nutshell, words cannot express how much this game is fun.Originally posted by Holy_Sinner:I used to have a family. Now I have a factory.10/10 ruined my life""}]",['427520'],['2'],[True],1.0
333,raccoonsunite,http://steamcommunity.com/id/raccoonsunite,"[{'funny': '1 person found this review funny', 'posted': 'Posted May 29, 2015.', 'last_edited': '', 'item_id': '440', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'Hat Simulator 2015. 10/10 would spend over 500$ for items again'}, {'funny': '', 'posted': 'Posted October 24, 2015.', 'last_edited': '', 'item_id': '219640', 'helpful': '2 of 3 people (67%) found this review helpful', 'recommend': False, 'review': 'so broken, cant even play in fullscreen without it twitching, leaving it unplayable or 25-30 fps in windowed. 2/10 >:('}, {'funny': '2 people found this review funny', 'posted': 'Posted February 14, 2015.', 'last_edited': '', 'item_id': '322330', 'helpful': '2 of 3 people (67%) found this review helpful', 'recommend': True, 'review': 'finished a night with no stuff to make a fire. Used friend as ghost to produce light. 10/10 survived night without needing a fire'}, {'funny': '1 person found this review funny', 'posted': 'Posted December 20, 2015.', 'last_edited': '', 'item_id': '319510', 'helpful': '6 of 12 people (50%) found this review helpful', 'recommend': False, 'review': 'autism'}, {'funny': '1 person found this review funny', 'posted': 'Posted August 29, 2014.', 'last_edited': '', 'item_id': '42680', 'helpful': '1 of 2 people (50%) found this review helpful', 'recommend': True, 'review': 'really fun game! it took me a while 2 get until it went onto this deal so now i can continue the story. And the multiplayer looks very promising but im only gonna play mp after sp but all in all im gonna give it 8.5 only because the campaign is only 5 hours long'}, {'funny': '1 person found this review funny', 'posted': 'Posted January 15, 2014.', 'last_edited': '', 'item_id': '99900', 'helpful': '2 of 4 people (50%) found this review helpful', 'recommend': True, 'review': 'its like castle crashers but in 3D!!!!'}, {'funny': '', 'posted': 'Posted February 11, 2014.', 'last_edited': '', 'item_id': '245130', 'helpful': '1 of 3 people (33%) found this review helpful', 'recommend': False, 'review': 'my pc says i can run this game really well (canyourunit passed over reccomended) and its laggy as f*ck even on lowest settings >:( please optimize soon because i paid good money for this....'}, {'funny': '', 'posted': 'Posted October 17, 2015.', 'last_edited': '', 'item_id': '204360', 'helpful': '0 of 11 people (0%) found this review helpful', 'recommend': False, 'review': 'Dont buy. Barbarian update broke the game for me. It freezes every now and then and sometimes black screens'}, {'funny': '', 'posted': 'Posted June 1, 2015.', 'last_edited': '', 'item_id': '252490', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'sonic 06 loads faster. Still a fun game though so 9/10'}, {'funny': '', 'posted': 'Posted December 31, 2013.', 'last_edited': '', 'item_id': '218620', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Its A very fun shooter with friends. but if not with friends. A tad bit too hard. but anyways 10/10!!! :)'}]","['440', '219640', '322330', '319510', '42680', '99900', '245130', '204360', '252490', '218620']","['1', '0', '2', '1', '2', '1', '2', '0', '1', '1']","[True, False, True, False, True, True, False, False, True, True]",0.6
