,genres,user_id,user_url,playtime_forever,rank
496,Action,76561198067914627,http://steamcommunity.com/profiles/76561198067914627,55670,1027
2108,Action,smith1912,http://steamcommunity.com/id/smith1912,55636,1028
397,Action,76561198059874185,http://steamcommunity.com/profiles/76561198059874185,55596,1029
535,Action,76561198069821382,http://steamcommunity.com/profiles/76561198069821382,55593,1030
1883,Action,kapoweazel,http://steamcommunity.com/id/kapoweazel,55491,1031
2079,Action,sensualidade,http://steamcommunity.com/id/sensualidade,55447,1032
1667,Action,caseyshi247,http://steamcommunity.com/id/caseyshi247,55427,1033
325,Action,76561198051372466,http://steamcommunity.com/profiles/76561198051372466,55405,1034
2122,Action,spudkins,http://steamcommunity.com/id/spudkins,55401,1035
1705,Action,daAresinger,http://steamcommunity.com/id/daAresinger,55382,1036
1867,Action,johngray40,http://steamcommunity.com/id/johngray40,55305,1037
596,Action,76561198072954466,http://steamcommunity.com/profiles/76561198072954466,55288,1038
1965,Action,mrlaurikun,http://steamcommunity.com/id/mrlaurikun,55243,1039
834,Action,76561198091833491,http://steamcommunity.com/profiles/76561198091833491,55176,1040
332,Action,76561198052151911,http://steamcommunity.com/profiles/76561198052151911,55143,1041
160,Action,76561198033173262,http://steamcommunity.com/profiles/76561198033173262,55138,1042
1850,Action,jacobval99,http://steamcommunity.com/id/jacobval99,55137,1043
1226,Action,Hayjack,http://steamcommunity.com/id/Hayjack,55034,1044
564,Action,76561198071686921,http://steamcommunity.com/profiles/76561198071686921,54844,1045
1551,Action,W3LSHY,http://steamcommunity.com/id/W3LSHY,54831,1046
1480,Action,TITANIUM579,http://steamcommunity.com/id/TITANIUM579,54790,1047
326,Action,76561198051376772,http://steamcommunity.com/profiles/76561198051376772,54658,1048
2098,Action,silverthix,http://steamcommunity.com/id/silverthix,54616,1049
1173,Action,EliteCookies,http://steamcommunity.com/id/EliteCookies,54611,1050
176,Action,76561198036537566,http://steamcommunity.com/profiles/76561198036537566,54580,1051
1191,Action,FireHalo,http://steamcommunity.com/id/FireHalo,54556,1052
741,Action,76561198083594288,http://steamcommunity.com/profiles/76561198083594288,54473,1053
1727,Action,dinom8,http://steamcommunity.com/id/dinom8,54460,1054
1984,Action,niggerbopadoo,http://steamcommunity.com/id/niggerbopadoo,54387,1055
271,Action,76561198046353635,http://steamcommunity.com/profiles/76561198046353635,54281,1056
395,Action,76561198059865927,http://steamcommunity.com/profiles/76561198059865927,54251,1057
1834,Action,iamavegan,http://steamcommunity.com/id/iamavegan,54232,1058
2229,Action,xxzing,http://steamcommunity.com/id/xxzing,54205,1059
2216,Action,xJerkensteinx,http://steamcommunity.com/id/xJerkensteinx,54194,1060
1061,Action,Andromnicus,http://steamcommunity.com/id/Andromnicus,54083,1061
1379,Action,PandaUntilTheEnd,http://steamcommunity.com/id/PandaUntilTheEnd,54037,1062
1271,Action,Kashimeera,http://steamcommunity.com/id/Kashimeera,54031,1063
970,Action,76561198117757661,http://steamcommunity.com/profiles/76561198117757661,53907,1064
207,Action,76561198041542294,http://steamcommunity.com/profiles/76561198041542294,53714,1065
1822,Action,hippontherun,http://steamcommunity.com/id/hippontherun,53703,1066
1423,Action,Rubbercube,http://steamcommunity.com/id/Rubbercube,53688,1067
1372,Action,Odyssii,http://steamcommunity.com/id/Odyssii,53615,1068
1624,Action,beccsbarney2013,http://steamcommunity.com/id/beccsbarney2013,53290,1069
1739,Action,earthsea,http://steamcommunity.com/id/earthsea,53265,1070
613,Action,76561198074212266,http://steamcommunity.com/profiles/76561198074212266,53220,1071
1597,Action,alphakenny1,http://steamcommunity.com/id/alphakenny1,53186,1072
2110,Action,snyper4plg,http://steamcommunity.com/id/snyper4plg,53089,1073
1477,Action,SwizzleAsh,http://steamcommunity.com/id/SwizzleAsh,53008,1074
1011,Action,76561198160501969,http://steamcommunity.com/profiles/76561198160501969,52971,1075
723,Action,76561198081966701,http://steamcommunity.com/profiles/76561198081966701,52964,1076
1209,Action,GhostZeroXD,http://steamcommunity.com/id/GhostZeroXD,52838,1077
846,Action,76561198092511029,http://steamcommunity.com/profiles/76561198092511029,52787,1078
1657,Action,brownsticky,http://steamcommunity.com/id/brownsticky,52774,1079
1542,Action,UchihaFernando,http://steamcommunity.com/id/UchihaFernando,52766,1080
628,Action,76561198075601492,http://steamcommunity.com/profiles/76561198075601492,52673,1081
132,Action,76561198024300582,http://steamcommunity.com/profiles/76561198024300582,52622,1082
860,Action,76561198093797146,http://steamcommunity.com/profiles/76561198093797146,52531,1083
2083,Action,serialies,http://steamcommunity.com/id/serialies,52527,1084
1185,Action,FantahStick,http://steamcommunity.com/id/FantahStick,52446,1085
1171,Action,Eirpmav,http://steamcommunity.com/id/Eirpmav,52397,1086
2194,Action,vodkarter,http://steamcommunity.com/id/vodkarter,52393,1087
1453,Action,SpiicyOrange,http://steamcommunity.com/id/SpiicyOrange,52388,1088
162,Action,76561198033923352,http://steamcommunity.com/profiles/76561198033923352,52329,1089
836,Action,76561198091913914,http://steamcommunity.com/profiles/76561198091913914,52298,1090
1877,Action,k-while,http://steamcommunity.com/id/k-while,52203,1091
769,Action,76561198085728306,http://steamcommunity.com/profiles/76561198085728306,52147,1092
1674,Action,chodelife,http://steamcommunity.com/id/chodelife,52098,1093
664,Action,76561198078003443,http://steamcommunity.com/profiles/76561198078003443,52015,1094
1535,Action,Trenchyl,http://steamcommunity.com/id/Trenchyl,51983,1095
73,Action,76561197995247965,http://steamcommunity.com/profiles/76561197995247965,51972,1096
1826,Action,holyswifter,http://steamcommunity.com/id/holyswifter,51698,1097
223,Action,76561198043177767,http://steamcommunity.com/profiles/76561198043177767,51621,1098
1180,Action,F22Flipside,http://steamcommunity.com/id/F22Flipside,51602,1099
1836,Action,icereece,http://steamcommunity.com/id/icereece,51591,1100
1343,Action,MrDestroy12,http://steamcommunity.com/id/MrDestroy12,51541,1101
1782,Action,gamesgamer,http://steamcommunity.com/id/gamesgamer,51535,1102
212,Action,76561198041845214,http://steamcommunity.com/profiles/76561198041845214,51465,1103
1366,Action,NonoNoNo890,http://steamcommunity.com/id/NonoNoNo890,51370,1104
1273,Action,KayKay113,http://steamcommunity.com/id/KayKay113,51362,1105
1135,Action,Dantress,http://steamcommunity.com/id/Dantress,51349,1106
2165,Action,tihoyzaza,http://steamcommunity.com/id/tihoyzaza,51317,1107
1857,Action,jellysama,http://steamcommunity.com/id/jellysama,51268,1108
454,Action,76561198064702734,http://steamcommunity.com/profiles/76561198064702734,51219,1109
91,Action,76561198007575596,http://steamcommunity.com/profiles/76561198007575596,51175,1110
799,Action,76561198088865993,http://steamcommunity.com/profiles/76561198088865993,51168,1111
561,Action,76561198071379867,http://steamcommunity.com/profiles/76561198071379867,51049,1112
2082,Action,sergei_from_kazakhstan,http://steamcommunity.com/id/sergei_from_kazakhstan,51048,1113
90,Action,76561198007573338,http://steamcommunity.com/profiles/76561198007573338,50934,1114
2132,Action,stormzyinit,http://steamcommunity.com/id/stormzyinit,50886,1115
1928,Action,macthulu,http://steamcommunity.com/id/macthulu,50827,1116
975,Action,76561198120465213,http://steamcommunity.com/profiles/76561198120465213,50823,1117
1912,Action,letsgoonanadventure,http://steamcommunity.com/id/letsgoonanadventure,50761,1118
2012,Action,originalkelpie,http://steamcommunity.com/id/originalkelpie,50726,1119
1599,Action,anata-no-lucy,http://steamcommunity.com/id/anata-no-lucy,50721,1120
1391,Action,PostmanPot,http://steamcommunity.com/id/PostmanPot,50692,1121
1406,Action,RaveHusky,http://steamcommunity.com/id/RaveHusky,50682,1122
1388,Action,PlayZonee,http://steamcommunity.com/id/PlayZonee,50603,1123
228,Action,76561198043699745,http://steamcommunity.com/profiles/76561198043699745,50584,1124
777,Action,76561198086509186,http://steamcommunity.com/profiles/76561198086509186,50572,1125
913,Action,76561198099183003,http://steamcommunity.com/profiles/76561198099183003,50568,1126
1887,Action,kevin_rudd,http://steamcommunity.com/id/kevin_rudd,50503,1127
1297,Action,LieutenantFury,http://steamcommunity.com/id/LieutenantFury,50470,1128
2126,Action,starrynights,http://steamcommunity.com/id/starrynights,50384,1129
1421,Action,RoleAce,http://steamcommunity.com/id/RoleAce,50269,1130
620,Action,76561198074571299,http://steamcommunity.com/profiles/76561198074571299,50263,1131
1591,Action,akaBryce,http://steamcommunity.com/id/akaBryce,50254,1132
2124,Action,srmenvas,http://steamcommunity.com/id/srmenvas,50210,1133
222,Action,76561198043157461,http://steamcommunity.com/profiles/76561198043157461,50188,1134
509,Action,76561198068363182,http://steamcommunity.com/profiles/76561198068363182,49986,1135
1400,Action,QuorthonValhalla1,http://steamcommunity.com/id/QuorthonValhalla1,49909,1136
1244,Action,InsightXIVC,http://steamcommunity.com/id/InsightXIVC,49840,1137
2147,Action,terencemok,http://steamcommunity.com/id/terencemok,49822,1138
1159,Action,Dragim,http://steamcommunity.com/id/Dragim,49766,1139
1236,Action,IG_Decay,http://steamcommunity.com/id/IG_Decay,49670,1140
1618,Action,battle379,http://steamcommunity.com/id/battle379,49582,1141
968,Action,76561198115868847,http://steamcommunity.com/profiles/76561198115868847,49516,1142
2106,Action,skylord30,http://steamcommunity.com/id/skylord30,49516,1143
868,Action,76561198094106185,http://steamcommunity.com/profiles/76561198094106185,49502,1144
1248,Action,ItsPao741,http://steamcommunity.com/id/ItsPao741,49448,1145
1006,Action,76561198151855034,http://steamcommunity.com/profiles/76561198151855034,49424,1146
1974,Action,mylordbendtner,http://steamcommunity.com/id/mylordbendtner,49397,1147
2202,Action,wdkwodkwod,http://steamcommunity.com/id/wdkwodkwod,49343,1148
1287,Action,LASSO133,http://steamcommunity.com/id/LASSO133,49322,1149
2121,Action,splonkeydonkey,http://steamcommunity.com/id/splonkeydonkey,49230,1150
2209,Action,whydafaqareyoustalkingme,http://steamcommunity.com/id/whydafaqareyoustalkingme,49219,1151
129,Action,76561198022745261,http://steamcommunity.com/profiles/76561198022745261,49187,1152
1130,Action,DUHSAMUEL,http://steamcommunity.com/id/DUHSAMUEL,49114,1153
1036,Action,999898,http://steamcommunity.com/id/999898,49106,1154
368,Action,76561198057347539,http://steamcommunity.com/profiles/76561198057347539,49087,1155
295,Action,76561198048923072,http://steamcommunity.com/profiles/76561198048923072,48935,1156
1600,Action,angusstew,http://steamcommunity.com/id/angusstew,48909,1157
1457,Action,Squid-lel,http://steamcommunity.com/id/Squid-lel,48895,1158
1871,Action,jtrkyr,http://steamcommunity.com/id/jtrkyr,48869,1159
1351,Action,Mystic_Fire,http://steamcommunity.com/id/Mystic_Fire,48806,1160
1182,Action,FFFtrooper,http://steamcommunity.com/id/FFFtrooper,48802,1161
465,Action,76561198065410780,http://steamcommunity.com/profiles/76561198065410780,48795,1162
1070,Action,Avondale71,http://steamcommunity.com/id/Avondale71,48776,1163
178,Action,76561198036618521,http://steamcommunity.com/profiles/76561198036618521,48762,1164
615,Action,76561198074281317,http://steamcommunity.com/profiles/76561198074281317,48569,1165
2131,Action,stonedwalrus,http://steamcommunity.com/id/stonedwalrus,48482,1166
1312,Action,MEDSBUMM,http://steamcommunity.com/id/MEDSBUMM,48470,1167
444,Action,76561198063572252,http://steamcommunity.com/profiles/76561198063572252,48407,1168
1806,Action,harambetheking,http://steamcommunity.com/id/harambetheking,48367,1169
469,Action,76561198065705830,http://steamcommunity.com/profiles/76561198065705830,48325,1170
1257,Action,Jersssh,http://steamcommunity.com/id/Jersssh,48164,1171
2018,Action,paraizkewl,http://steamcommunity.com/id/paraizkewl,48143,1172
919,Action,76561198100546287,http://steamcommunity.com/profiles/76561198100546287,48118,1173
2069,Action,sandwiches1,http://steamcommunity.com/id/sandwiches1,48063,1174
286,Action,76561198047717614,http://steamcommunity.com/profiles/76561198047717614,48062,1175
1858,Action,jeshdotcom,http://steamcommunity.com/id/jeshdotcom,47891,1176
1510,Action,TheRongGuy,http://steamcommunity.com/id/TheRongGuy,47881,1177
586,Action,76561198072591408,http://steamcommunity.com/profiles/76561198072591408,47855,1178
381,Action,76561198058487500,http://steamcommunity.com/profiles/76561198058487500,47785,1179
672,Action,76561198078775483,http://steamcommunity.com/profiles/76561198078775483,47785,1180
171,Action,76561198035607780,http://steamcommunity.com/profiles/76561198035607780,47718,1181
1071,Action,Awobabobbob,http://steamcommunity.com/id/Awobabobbob,47554,1182
784,Action,76561198087310986,http://steamcommunity.com/profiles/76561198087310986,47501,1183
1029,Action,76561198216102928,http://steamcommunity.com/profiles/76561198216102928,47482,1184
461,Action,76561198065026562,http://steamcommunity.com/profiles/76561198065026562,47363,1185
1587,Action,admiral_doge,http://steamcommunity.com/id/admiral_doge,47315,1186
1331,Action,Minburra,http://steamcommunity.com/id/Minburra,47291,1187
2177,Action,tujtfrthdrgr,http://steamcommunity.com/id/tujtfrthdrgr,47245,1188
1106,Action,CaptainAwesomeSK,http://steamcommunity.com/id/CaptainAwesomeSK,47241,1189
1603,Action,appalot,http://steamcommunity.com/id/appalot,47192,1190
333,Action,76561198052392890,http://steamcommunity.com/profiles/76561198052392890,47156,1191
792,Action,76561198088009683,http://steamcommunity.com/profiles/76561198088009683,47036,1192
1350,Action,My3DS,http://steamcommunity.com/id/My3DS,46967,1193
1143,Action,Deathomega313,http://steamcommunity.com/id/Deathomega313,46882,1194
1324,Action,MeechIsDead,http://steamcommunity.com/id/MeechIsDead,46779,1195
1789,Action,ghillieboy,http://steamcommunity.com/id/ghillieboy,46700,1196
618,Action,76561198074404727,http://steamcommunity.com/profiles/76561198074404727,46498,1197
2100,Action,sirmalcolm,http://steamcommunity.com/id/sirmalcolm,46485,1198
1768,Action,foolsfoolsfools,http://steamcommunity.com/id/foolsfoolsfools,46436,1199
1032,Action,76561198236724976,http://steamcommunity.com/profiles/76561198236724976,46395,1200
634,Action,76561198076001257,http://steamcommunity.com/profiles/76561198076001257,46280,1201
289,Action,76561198047968422,http://steamcommunity.com/profiles/76561198047968422,46255,1202
251,Action,76561198045187637,http://steamcommunity.com/profiles/76561198045187637,46178,1203
1951,Action,mind_fucked,http://steamcommunity.com/id/mind_fucked,46168,1204
196,Action,76561198039526217,http://steamcommunity.com/profiles/76561198039526217,46013,1205
2036,Action,powerconverters,http://steamcommunity.com/id/powerconverters,46006,1206
591,Action,76561198072717444,http://steamcommunity.com/profiles/76561198072717444,45955,1207
221,Action,76561198043147411,http://steamcommunity.com/profiles/76561198043147411,45953,1208
982,Action,76561198122062212,http://steamcommunity.com/profiles/76561198122062212,45917,1209
377,Action,76561198058095793,http://steamcommunity.com/profiles/76561198058095793,45848,1210
1237,Action,IGotHeadFromYourMotherLastNight,http://steamcommunity.com/id/IGotHeadFromYourMotherLastNight,45817,1211
2144,Action,tankmannz,http://steamcommunity.com/id/tankmannz,45813,1212
2201,Action,wcLorent,http://steamcommunity.com/id/wcLorent,45765,1213
1121,Action,CookedTuna,http://steamcommunity.com/id/CookedTuna,45762,1214
1522,Action,Tictactic,http://steamcommunity.com/id/Tictactic,45691,1215
1420,Action,Roar6253,http://steamcommunity.com/id/Roar6253,45614,1216
1200,Action,FuzzSlam,http://steamcommunity.com/id/FuzzSlam,45483,1217
1658,Action,browy,http://steamcommunity.com/id/browy,45335,1218
472,Action,76561198065836624,http://steamcommunity.com/profiles/76561198065836624,45294,1219
1501,Action,TheModerGuy,http://steamcommunity.com/id/TheModerGuy,45247,1220
1048,Action,AgrarianSkyX,http://steamcommunity.com/id/AgrarianSkyX,45180,1221
1256,Action,Jeremyrab,http://steamcommunity.com/id/Jeremyrab,45172,1222
66,Action,76561197987617385,http://steamcommunity.com/profiles/76561197987617385,45157,1223
2239,Action,yungwind,http://steamcommunity.com/id/yungwind,45086,1224
1086,Action,BestKingpin,http://steamcommunity.com/id/BestKingpin,45084,1225
839,Action,76561198092225388,http://steamcommunity.com/profiles/76561198092225388,44974,1226
2080,Action,sentientdorito,http://steamcommunity.com/id/sentientdorito,44925,1227
2109,Action,snakrobotza3,http://steamcommunity.com/id/snakrobotza3,44892,1228
175,Action,76561198036297711,http://steamcommunity.com/profiles/76561198036297711,44855,1229
949,Action,76561198106556898,http://steamcommunity.com/profiles/76561198106556898,44853,1230
1511,Action,TheTozmo,http://steamcommunity.com/id/TheTozmo,44801,1231
1862,Action,jj44556,http://steamcommunity.com/id/jj44556,44760,1232
273,Action,76561198046477340,http://steamcommunity.com/profiles/76561198046477340,44705,1233
1004,Action,76561198149898927,http://steamcommunity.com/profiles/76561198149898927,44676,1234
1361,Action,Nishimura,http://steamcommunity.com/id/Nishimura,44630,1235
2095,Action,shround,http://steamcommunity.com/id/shround,44496,1236
2088,Action,shashankkarthikeyan,http://steamcommunity.com/id/shashankkarthikeyan,44481,1237
1306,Action,LuckUnbeatable,http://steamcommunity.com/id/LuckUnbeatable,44416,1238
1176,Action,ElvishClock,http://steamcommunity.com/id/ElvishClock,44223,1239
1854,Action,jeebusduck,http://steamcommunity.com/id/jeebusduck,44189,1240
2025,Action,pieman6124,http://steamcommunity.com/id/pieman6124,44170,1241
72,Action,76561197994404273,http://steamcommunity.com/profiles/76561197994404273,44165,1242
515,Action,76561198068660878,http://steamcommunity.com/profiles/76561198068660878,44165,1243
328,Action,76561198051837130,http://steamcommunity.com/profiles/76561198051837130,44158,1244
688,Action,76561198079579272,http://steamcommunity.com/profiles/76561198079579272,44138,1245
651,Action,76561198077102914,http://steamcommunity.com/profiles/76561198077102914,44134,1246
346,Action,76561198054549164,http://steamcommunity.com/profiles/76561198054549164,44060,1247
2060,Action,riuu,http://steamcommunity.com/id/riuu,44060,1248
978,Action,76561198120738010,http://steamcommunity.com/profiles/76561198120738010,43982,1249
1637,Action,blankv15,http://steamcommunity.com/id/blankv15,43972,1250
857,Action,76561198093563764,http://steamcommunity.com/profiles/76561198093563764,43936,1251
1793,Action,gladwall,http://steamcommunity.com/id/gladwall,43866,1252
1783,Action,garyyy__,http://steamcommunity.com/id/garyyy__,43725,1253
46,Action,7122456,http://steamcommunity.com/id/7122456,43690,1254
528,Action,76561198069334653,http://steamcommunity.com/profiles/76561198069334653,43652,1255
1651,Action,brimmers,http://steamcommunity.com/id/brimmers,43592,1256
714,Action,76561198081203054,http://steamcommunity.com/profiles/76561198081203054,43570,1257
503,Action,76561198068125971,http://steamcommunity.com/profiles/76561198068125971,43545,1258
1641,Action,bobby09890,http://steamcommunity.com/id/bobby09890,43517,1259
1831,Action,hydroleks,http://steamcommunity.com/id/hydroleks,43493,1260
36,Action,420DankMasterKush420,http://steamcommunity.com/id/420DankMasterKush420,43435,1261
134,Action,76561198024697324,http://steamcommunity.com/profiles/76561198024697324,43365,1262
1190,Action,Fetolino,http://steamcommunity.com/id/Fetolino,43333,1263
1065,Action,AquaLazor,http://steamcommunity.com/id/AquaLazor,43322,1264
1536,Action,Trutle,http://steamcommunity.com/id/Trutle,43302,1265
531,Action,76561198069561067,http://steamcommunity.com/profiles/76561198069561067,43180,1266
1852,Action,james815,http://steamcommunity.com/id/james815,43142,1267
1454,Action,Spoder_XaXX,http://steamcommunity.com/id/Spoder_XaXX,43126,1268
1007,Action,76561198154626659,http://steamcommunity.com/profiles/76561198154626659,43094,1269
1725,Action,dicksmegmacheese,http://steamcommunity.com/id/dicksmegmacheese,43073,1270
2190,Action,uzzumymw,http://steamcommunity.com/id/uzzumymw,43064,1271
482,Action,76561198066301304,http://steamcommunity.com/profiles/76561198066301304,43060,1272
771,Action,76561198085775287,http://steamcommunity.com/profiles/76561198085775287,42990,1273
1543,Action,UltiEplosem,http://steamcommunity.com/id/UltiEplosem,42883,1274
324,Action,76561198051319354,http://steamcommunity.com/profiles/76561198051319354,42794,1275
2086,Action,shadimar6969,http://steamcommunity.com/id/shadimar6969,42790,1276
2221,Action,xdeadlymoonx,http://steamcommunity.com/id/xdeadlymoonx,42728,1277
773,Action,76561198085800064,http://steamcommunity.com/profiles/76561198085800064,42636,1278
1144,Action,Deepadeep,http://steamcommunity.com/id/Deepadeep,42615,1279
1054,Action,Aleatorias,http://steamcommunity.com/id/Aleatorias,42565,1280
1230,Action,Hoovyspenser,http://steamcommunity.com/id/Hoovyspenser,42498,1281
1075,Action,Azorex,http://steamcommunity.com/id/Azorex,42427,1282
1670,Action,chefmisery,http://steamcommunity.com/id/chefmisery,42333,1283
1201,Action,G0LDENGUNNER,http://steamcommunity.com/id/G0LDENGUNNER,42322,1284
1369,Action,NosmasAtLan,http://steamcommunity.com/id/NosmasAtLan,42286,1285
1947,Action,mercuryr,http://steamcommunity.com/id/mercuryr,42272,1286
1538,Action,Twilighlot,http://steamcommunity.com/id/Twilighlot,42228,1287
902,Action,76561198097647283,http://steamcommunity.com/profiles/76561198097647283,42211,1288
652,Action,76561198077183562,http://steamcommunity.com/profiles/76561198077183562,42208,1289
794,Action,76561198088129605,http://steamcommunity.com/profiles/76561198088129605,42199,1290
52,Action,76561197968887720,http://steamcommunity.com/profiles/76561197968887720,42172,1291
433,Action,76561198062628083,http://steamcommunity.com/profiles/76561198062628083,42009,1292
101,Action,76561198012252740,http://steamcommunity.com/profiles/76561198012252740,41995,1293
1753,Action,facinorousFabulist,http://steamcommunity.com/id/facinorousFabulist,41987,1294
1735,Action,dragonlore23,http://steamcommunity.com/id/dragonlore23,41981,1295
1305,Action,LucidKing,http://steamcommunity.com/id/LucidKing,41976,1296
2035,Action,porkchopsfear,http://steamcommunity.com/id/porkchopsfear,41948,1297
1629,Action,benpk34alt,http://steamcommunity.com/id/benpk34alt,41928,1298
1911,Action,lesalex,http://steamcommunity.com/id/lesalex,41899,1299
1150,Action,DingoFluffyPup,http://steamcommunity.com/id/DingoFluffyPup,41770,1300
2008,Action,okfuckoffmate,http://steamcommunity.com/id/okfuckoffmate,41767,1301
1898,Action,kuronokami,http://steamcommunity.com/id/kuronokami,41714,1302
927,Action,76561198101480347,http://steamcommunity.com/profiles/76561198101480347,41695,1303
563,Action,76561198071644316,http://steamcommunity.com/profiles/76561198071644316,41678,1304
994,Action,76561198130273713,http://steamcommunity.com/profiles/76561198130273713,41662,1305
1001,Action,76561198137164994,http://steamcommunity.com/profiles/76561198137164994,41654,1306
1431,Action,SandyTheWeeb,http://steamcommunity.com/id/SandyTheWeeb,41654,1307
661,Action,76561198077787409,http://steamcommunity.com/profiles/76561198077787409,41647,1308
292,Action,76561198048139650,http://steamcommunity.com/profiles/76561198048139650,41640,1309
1076,Action,AzzX,http://steamcommunity.com/id/AzzX,41616,1310
1900,Action,kylesmithy,http://steamcommunity.com/id/kylesmithy,41573,1311
2118,Action,spidermanhoodies4sale,http://steamcommunity.com/id/spidermanhoodies4sale,41530,1312
342,Action,76561198054143602,http://steamcommunity.com/profiles/76561198054143602,41502,1313
1742,Action,ehehmypinylel,http://steamcommunity.com/id/ehehmypinylel,41367,1314
734,Action,76561198082704576,http://steamcommunity.com/profiles/76561198082704576,41327,1315
869,Action,76561198094245250,http://steamcommunity.com/profiles/76561198094245250,41172,1316
626,Action,76561198075393320,http://steamcommunity.com/profiles/76561198075393320,41147,1317
1229,Action,HiMyNamesZed,http://steamcommunity.com/id/HiMyNamesZed,41130,1318
1326,Action,MemoryRem,http://steamcommunity.com/id/MemoryRem,41129,1319
274,Action,76561198046815037,http://steamcommunity.com/profiles/76561198046815037,41032,1320
1633,Action,birodocorta,http://steamcommunity.com/id/birodocorta,41015,1321
1066,Action,Arct1cFox,http://steamcommunity.com/id/Arct1cFox,40943,1322
1978,Action,naynnay,http://steamcommunity.com/id/naynnay,40908,1323
1694,Action,crazygamerxd,http://steamcommunity.com/id/crazygamerxd,40906,1324
122,Action,76561198019099096,http://steamcommunity.com/profiles/76561198019099096,40869,1325
2068,Action,samham1,http://steamcommunity.com/id/samham1,40860,1326
1672,Action,chobbavacbanned,http://steamcommunity.com/id/chobbavacbanned,40824,1327
1990,Action,nogginess,http://steamcommunity.com/id/nogginess,40815,1328
155,Action,76561198031524518,http://steamcommunity.com/profiles/76561198031524518,40715,1329
1527,Action,Tokusentai,http://steamcommunity.com/id/Tokusentai,40663,1330
1349,Action,Mutro,http://steamcommunity.com/id/Mutro,40594,1331
1210,Action,Golden_Flame0,http://steamcommunity.com/id/Golden_Flame0,40571,1332
1414,Action,Rickson123,http://steamcommunity.com/id/Rickson123,40509,1333
1973,Action,mydion,http://steamcommunity.com/id/mydion,40351,1334
904,Action,76561198097976037,http://steamcommunity.com/profiles/76561198097976037,40270,1335
700,Action,76561198080513444,http://steamcommunity.com/profiles/76561198080513444,40208,1336
1595,Action,alpacabackpacker,http://steamcommunity.com/id/alpacabackpacker,40194,1337
925,Action,76561198101332053,http://steamcommunity.com/profiles/76561198101332053,40153,1338
1515,Action,TheWhiteMole7777,http://steamcommunity.com/id/TheWhiteMole7777,40145,1339
1175,Action,Elt0r,http://steamcommunity.com/id/Elt0r,40084,1340
668,Action,76561198078381467,http://steamcommunity.com/profiles/76561198078381467,39973,1341
2141,Action,swinson123,http://steamcommunity.com/id/swinson123,39935,1342
322,Action,76561198051143828,http://steamcommunity.com/profiles/76561198051143828,39886,1343
922,Action,76561198100835850,http://steamcommunity.com/profiles/76561198100835850,39814,1344
203,Action,76561198040918962,http://steamcommunity.com/profiles/76561198040918962,39697,1345
86,Action,76561198006225175,http://steamcommunity.com/profiles/76561198006225175,39652,1346
2233,Action,you31,http://steamcommunity.com/id/you31,39641,1347
2152,Action,thehoboking,http://steamcommunity.com/id/thehoboking,39555,1348
1914,Action,lioncommingz,http://steamcommunity.com/id/lioncommingz,39464,1349
255,Action,76561198045436944,http://steamcommunity.com/profiles/76561198045436944,39384,1350
1626,Action,bendakiller,http://steamcommunity.com/id/bendakiller,39267,1351
2011,Action,oopon,http://steamcommunity.com/id/oopon,39254,1352
477,Action,76561198066033339,http://steamcommunity.com/profiles/76561198066033339,39250,1353
190,Action,76561198038038186,http://steamcommunity.com/profiles/76561198038038186,39143,1354
893,Action,76561198096849171,http://steamcommunity.com/profiles/76561198096849171,39132,1355
1809,Action,haza856,http://steamcommunity.com/id/haza856,39082,1356
805,Action,76561198089349493,http://steamcommunity.com/profiles/76561198089349493,39037,1357
910,Action,76561198098839441,http://steamcommunity.com/profiles/76561198098839441,38976,1358
1613,Action,babaprince,http://steamcommunity.com/id/babaprince,38971,1359
1757,Action,fatkings,http://steamcommunity.com/id/fatkings,38893,1360
1341,Action,MoostachedPikachu,http://steamcommunity.com/id/MoostachedPikachu,38760,1361
2204,Action,werkimew,http://steamcommunity.com/id/werkimew,38756,1362
1024,Action,76561198195478589,http://steamcommunity.com/profiles/76561198195478589,38654,1363
1217,Action,HaZeFaMe,http://steamcommunity.com/id/HaZeFaMe,38588,1364
1402,Action,RAZERSTRIKE,http://steamcommunity.com/id/RAZERSTRIKE,38441,1365
246,Action,76561198044733430,http://steamcommunity.com/profiles/76561198044733430,38422,1366
1649,Action,bp1000,http://steamcommunity.com/id/bp1000,38402,1367
936,Action,76561198103805487,http://steamcommunity.com/profiles/76561198103805487,38399,1368
1283,Action,Kyuok,http://steamcommunity.com/id/Kyuok,38233,1369
2040,Action,psssssssssssssssssssh,http://steamcommunity.com/id/psssssssssssssssssssh,38168,1370
2129,Action,stevedude911,http://steamcommunity.com/id/stevedude911,38119,1371
1247,Action,ItsLeithal,http://steamcommunity.com/id/ItsLeithal,38110,1372
315,Action,76561198050614447,http://steamcommunity.com/profiles/76561198050614447,38105,1373
729,Action,76561198082545803,http://steamcommunity.com/profiles/76561198082545803,38095,1374
146,Action,76561198028145019,http://steamcommunity.com/profiles/76561198028145019,38069,1375
1552,Action,WM8267,http://steamcommunity.com/id/WM8267,38054,1376
446,Action,76561198063917108,http://steamcommunity.com/profiles/76561198063917108,38025,1377
851,Action,76561198093080426,http://steamcommunity.com/profiles/76561198093080426,38003,1378
374,Action,76561198057784617,http://steamcommunity.com/profiles/76561198057784617,37983,1379
398,Action,76561198059899740,http://steamcommunity.com/profiles/76561198059899740,37860,1380
