index,title,url,price
21081,Warhammer: End Times - Vermintide Quests and Contracts,http://store.steampowered.com/app/463794/Warhammer_End_Times__Vermintide_Quests_and_Contracts/,Free to Play
29639,Captain Morgane and the Golden Turtle,http://store.steampowered.com/app/264320/Captain_Morgane_and_the_Golden_Turtle/,4.99
7551,FourChords Guitar Karaoke - Chris Young Song Pack,http://store.steampowered.com/app/538823/FourChords_Guitar_Karaoke__Chris_Young_Song_Pack/,2.99
10760,Saga of the Void: Admirals,http://store.steampowered.com/app/535410/Saga_of_the_Void_Admirals/,7.99
10426,Retro Block VR,http://store.steampowered.com/app/660820/Retro_Block_VR/,2.99
12521,W4RR-i/o-RS,http://store.steampowered.com/app/752780/W4RRioRS/,0.99
27303,Disney Bolt,http://store.steampowered.com/app/340990/Disney_Bolt/,19.99
20743,Command LIVE - Don of a New Era,http://store.steampowered.com/app/497610/Command_LIVE__Don_of_a_New_Era/,2.99
10517,Aeternum,http://store.steampowered.com/app/454750/Aeternum/,5.99
12347,S.K.I.L.L. - Special Force 2 - Welcome Pack,http://store.steampowered.com/app/741440/SKILL__Special_Force_2__Welcome_Pack/,Free
28903,Fantasy Grounds - Deadlands Reloaded: For Whom the Whistle Blows,http://store.steampowered.com/app/305472/Fantasy_Grounds__Deadlands_Reloaded_For_Whom_the_Whistle_Blows/,4.99
18515,Fantasy Grounds - 0one's Colorprints #6: Undersea Caves (Map Pack),http://store.steampowered.com/app/613690/Fantasy_Grounds__0ones_Colorprints_6_Undersea_Caves_Map_Pack/,3.99
22560,Rocksmith® 2014 – Incubus - “Pardon Me”,http://store.steampowered.com/app/436646/Rocksmith_2014__Incubus__Pardon_Me/,2.99
24571,Blood of Magic,http://store.steampowered.com/app/426590/Blood_of_Magic/,9.99
3133,Rocksmith® 2014 – Seether Song Pack,http://store.steampowered.com/app/342769/Rocksmith_2014__Seether_Song_Pack/,7.99
10567,Archangel,http://store.steampowered.com/app/661520/Archangel/,1.99
5859,Return of the Living Dead 3,http://store.steampowered.com/app/427350/Return_of_the_Living_Dead_3/,3.99
12838,Pinball FX3 - Carnivals and Legends,http://store.steampowered.com/app/750060/Pinball_FX3__Carnivals_and_Legends/,6.99
5230,Operation: Matriarchy,http://store.steampowered.com/app/435420/Operation_Matriarchy/,5.99
29198,Dracula 2: The Last Sanctuary,http://store.steampowered.com/app/289820/Dracula_2_The_Last_Sanctuary/,4.99
15167,Fantasy Grounds - Token Pack 93: Hybrids 2 (Token Pack),http://store.steampowered.com/app/727890/Fantasy_Grounds__Token_Pack_93_Hybrids_2_Token_Pack/,4.99
1823,PAYDAY 2: The Charlie Santa Heist,http://store.steampowered.com/app/271110/PAYDAY_2_The_Charlie_Santa_Heist/,Cooming Soon
8604,Crimson Trigger,http://store.steampowered.com/app/566750/Crimson_Trigger/,11.99
8129,Santa's Christmas Solitaire,http://store.steampowered.com/app/561680/Santas_Christmas_Solitaire/,6.99
11514,Star Rangers VR - Free Demo,http://store.steampowered.com/app/703430/Star_Rangers_VR__Free_Demo/,Free To Play
20364,Marblize,http://store.steampowered.com/app/535840/Marblize/,11.99
22870,Fantasy Grounds - 3.5E/PFRPG: SH2: The Temple of Jewels and Mirrors,http://store.steampowered.com/app/484940/Fantasy_Grounds__35EPFRPG_SH2_The_Temple_of_Jewels_and_Mirrors/,9.99
15250,RageBall,http://store.steampowered.com/app/660390/RageBall/,9.99
31670,SPORE™ Galactic Adventures,http://store.steampowered.com/app/24720/SPORE_Galactic_Adventures/,19.99
9090,Revhead,http://store.steampowered.com/app/589760/Revhead/,19.99
3723,Man Alive,http://store.steampowered.com/app/339560/Man_Alive/,4.99
3894,Puzzle Expedition,http://store.steampowered.com/app/355670/Puzzle_Expedition/,7.99
23148,Rocksmith® 2014 – Queensrÿche - “Jet City Woman”,http://store.steampowered.com/app/436623/Rocksmith_2014__Queensrche__Jet_City_Woman/,2.99
28120,Rocksmith® 2014 – The Killers - “Spaceman”,http://store.steampowered.com/app/295038/Rocksmith_2014__The_Killers__Spaceman/,2.99
16087,Fantasy Grounds - Death Comes to Stoneholme (PFRPG),http://store.steampowered.com/app/646260/Fantasy_Grounds__Death_Comes_to_Stoneholme_PFRPG/,6.99
11642,Jam Studio VR - Beamz Original Classical Bundle,http://store.steampowered.com/app/714720/Jam_Studio_VR__Beamz_Original_Classical_Bundle/,4.99
20414,Defiance - Sentinel T.I.T.A.N. Bundle,http://store.steampowered.com/app/560101/Defiance__Sentinel_TITAN_Bundle/,99.99
31980,Wild Wolf,http://store.steampowered.com/app/749540/Wild_Wolf/,9.99
24925,True Lover's Knot Soundtrack,http://store.steampowered.com/app/420250/True_Lovers_Knot_Soundtrack/,3.99
6923,Fantasy Grounds - Darkwoulfe's Token Pack Volume 14,http://store.steampowered.com/app/511850/Fantasy_Grounds__Darkwoulfes_Token_Pack_Volume_14/,4.99
7994,Runbow - Satura's Space Adventure,http://store.steampowered.com/app/505015/Runbow__Saturas_Space_Adventure/,6.99
14995,玄龙棋MysteriesDragonChess,http://store.steampowered.com/app/700490/MysteriesDragonChess/,10.99
973,Quantum Conundrum: The Desmond Debacle,http://store.steampowered.com/app/204900/Quantum_Conundrum_The_Desmond_Debacle/,2.99
7680,Pixel Puzzles Ultimate - Puzzle Pack: Autumn,http://store.steampowered.com/app/502842/Pixel_Puzzles_Ultimate__Puzzle_Pack_Autumn/,2.99
8132,Luke Sidewalker,http://store.steampowered.com/app/545860/Luke_Sidewalker/,0.99
30809,Train Simulator: Class 158 DMU Add-On,http://store.steampowered.com/app/208346/Train_Simulator_Class_158_DMU_AddOn/,8.99
9560,Grimoire Chronicles,http://store.steampowered.com/app/607040/Grimoire_Chronicles/,3.99
2255,State of Decay - Lifeline,http://store.steampowered.com/app/259041/State_of_Decay__Lifeline/,6.99
11622,Destination Ares,http://store.steampowered.com/app/553470/Destination_Ares/,19.99
22881,Age of Barbarian Extended Cut,http://store.steampowered.com/app/402880/Age_of_Barbarian_Extended_Cut/,12.99
11186,Fishing Planet,http://store.steampowered.com/app/380600/Fishing_Planet/,Free to Play
15403,"BLUE REFLECTION - Sailor Swimsuits set A (Hinako, Sarasa, Mao)",http://store.steampowered.com/app/688241/BLUE_REFLECTION__Sailor_Swimsuits_set_A_Hinako_Sarasa_Mao/,5.99
30180,Train Simulator: DB BR423 EMU Add-On,http://store.steampowered.com/app/222580/Train_Simulator_DB_BR423_EMU_AddOn/,19.99
19104,Judas Goat,http://store.steampowered.com/app/589190/Judas_Goat/,1.99
5648,Wish Project,http://store.steampowered.com/app/367140/Wish_Project/,1.99
7594,PuppetShow™: Mystery of Joyville,http://store.steampowered.com/app/533060/PuppetShow_Mystery_of_Joyville/,6.99
657,Two Worlds II Castle Defense,http://store.steampowered.com/app/7530/Two_Worlds_II_Castle_Defense/,9.99
30121,COH 2 - German Skin: (H) Winter Ambush Pattern,http://store.steampowered.com/app/231478/COH_2__German_Skin_H_Winter_Ambush_Pattern/,1.99
28026,Pool Nation - Flair Pack,http://store.steampowered.com/app/285730/Pool_Nation__Flair_Pack/,0.99
26944,Invite the Dwarves to Dinner,http://store.steampowered.com/app/364410/Invite_the_Dwarves_to_Dinner/,1.99
22638,Zaccaria Pinball - House of Diamonds Table,http://store.steampowered.com/app/478050/Zaccaria_Pinball__House_of_Diamonds_Table/,1.99
7921,Don't open the doors!,http://store.steampowered.com/app/533950/Dont_open_the_doors/,7.99
12246,Nano Shift,http://store.steampowered.com/app/667770/Nano_Shift/,14.99
19756,Skeet: VR Target Shooting - Thank You Bronze,http://store.steampowered.com/app/567420/Skeet_VR_Target_Shooting__Thank_You_Bronze/,4.99
1699,Sid Meier’s Ace Patrol: Pacific Skies,http://store.steampowered.com/app/244090/Sid_Meiers_Ace_Patrol_Pacific_Skies/,4.99
13297,Neverwinter Nights: Enhanced Edition Official Soundtrack,http://store.steampowered.com/app/738710/Neverwinter_Nights_Enhanced_Edition_Official_Soundtrack/,Cooming Soon
356,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,http://store.steampowered.com/app/32430/STAR_WARS__The_Force_Unleashed_Ultimate_Sith_Edition/,19.99
19464,A Normal Lost Phone,http://store.steampowered.com/app/523210/A_Normal_Lost_Phone/,2.99
10384,SQR🔲 2,http://store.steampowered.com/app/654920/SQR_2/,0.99
11429,Ys VIII: Lacrimosa of DANA - Digital Soundtrack Sampler / デジタル・サウンドトラックお試し版,http://store.steampowered.com/app/677692/Ys_VIII_Lacrimosa_of_DANA__Digital_Soundtrack_Sampler/,Cooming Soon
12141,Defense Clicker,http://store.steampowered.com/app/707590/Defense_Clicker/,1.99
5729,Holopoint,http://store.steampowered.com/app/457960/Holopoint/,14.99
12123,Lost Dimension: Icon of Trust Bundle,http://store.steampowered.com/app/650237/Lost_Dimension_Icon_of_Trust_Bundle/,0.99
9709,FSX Steam Edition: Beechcraft® Duchess 76 Add-On,http://store.steampowered.com/app/556210/FSX_Steam_Edition_Beechcraft_Duchess_76_AddOn/,16.99
21714,DodgeBall Blitz,http://store.steampowered.com/app/511110/DodgeBall_Blitz/,14.99
8870,BERSERK - Schierke Costume: Town Girl,http://store.steampowered.com/app/569714/BERSERK__Schierke_Costume_Town_Girl/,3.49
27508,Forward to the Sky,http://store.steampowered.com/app/333250/Forward_to_the_Sky/,7.99
13353,EVE Online: Multiple Character Training,http://store.steampowered.com/app/743620/EVE_Online_Multiple_Character_Training/,19.95
22609,RPG Maker MV - Karugamo Fantasy BGM Pack 02,http://store.steampowered.com/app/491401/RPG_Maker_MV__Karugamo_Fantasy_BGM_Pack_02/,9.99
10692,Legends of Ellaria,http://store.steampowered.com/app/621070/Legends_of_Ellaria/,16.99
226,Obulis,http://store.steampowered.com/app/11330/Obulis/,4.99
29546,Loadout,http://store.steampowered.com/app/208090/Loadout/,Free to Play
23353,Puzzle Box,http://store.steampowered.com/app/448720/Puzzle_Box/,9.99
24352,Move or Die,http://store.steampowered.com/app/323850/Move_or_Die/,14.99
25393,There Was A Caveman,http://store.steampowered.com/app/407290/There_Was_A_Caveman/,6.99
30089,Magic 2014 “Avacyn’s Glory” Deck Key,http://store.steampowered.com/app/213898/Magic_2014_Avacyns_Glory_Deck_Key/,0.99
16214,FSX Steam Edition: Hong Kong FSX Live Add-On,http://store.steampowered.com/app/602813/FSX_Steam_Edition_Hong_Kong_FSX_Live_AddOn/,49.99
23908,The Renegades of Orion 2.0 - Revenge DLC #1,http://store.steampowered.com/app/453370/The_Renegades_of_Orion_20__Revenge_DLC_1/,0.99
15966,Screamer,http://store.steampowered.com/app/697580/Screamer/,9.99
26439,D4: SWERY's Choice Costume Set -4 Bottles of Tequila-,http://store.steampowered.com/app/368061/D4_SWERYs_Choice_Costume_Set_4_Bottles_of_Tequila/,0.99
25830,Circa Infinity Demo,http://store.steampowered.com/app/390800/Circa_Infinity_Demo/,Cooming Soon
12330,LEGO® Marvel Super Heroes 2,http://store.steampowered.com/app/647830/LEGO_Marvel_Super_Heroes_2/,39.99
6207,Systematic Immunity,http://store.steampowered.com/app/395100/Systematic_Immunity/,6.99
2029,Euro Truck Simulator 2 - Force of Nature Paint Jobs Pack,http://store.steampowered.com/app/292320/Euro_Truck_Simulator_2__Force_of_Nature_Paint_Jobs_Pack/,1.99
16055,Business-hooiznes,http://store.steampowered.com/app/683220/Businesshooiznes/,0.99
5052,Kung Fu Panda: Kai and Master's Garden,http://store.steampowered.com/app/413811/Kung_Fu_Panda_Kai_and_Masters_Garden/,0.99
14600,Temple of Aluxes,http://store.steampowered.com/app/700620/Temple_of_Aluxes/,7.99
3480,World War I,http://store.steampowered.com/app/361380/World_War_I/,4.99
19934,Clicker Guild,http://store.steampowered.com/app/557810/Clicker_Guild/,Free To Play
16456,Animal Herding,http://store.steampowered.com/app/667310/Animal_Herding/,1.99
3978,Soccer Manager 2015,http://store.steampowered.com/app/356370/Soccer_Manager_2015/,Free to Play
2629,Demonlisher,http://store.steampowered.com/app/321610/Demonlisher/,4.99
925,Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,http://store.steampowered.com/app/204383/Dungeon_Defenders_Quest_for_the_Lost_Eternia_Shards_Part_3/,3.99
7457,Kalen Chock Presents: Toxic Painting with Q&amp;A,http://store.steampowered.com/app/519360/Kalen_Chock_Presents_Toxic_Painting_with_QA/,3.99
23643,Diorama No.3 : The Marchland,http://store.steampowered.com/app/431370/Diorama_No3__The_Marchland/,2.99
12336,Lost Wing,http://store.steampowered.com/app/556960/Lost_Wing/,4.99
5543,Rocket League® - Batman v Superman: Dawn of Justice Car Pack,http://store.steampowered.com/app/438690/Rocket_League__Batman_v_Superman_Dawn_of_Justice_Car_Pack/,1.99
9367,Aftermath,http://store.steampowered.com/app/582700/Aftermath/,4.99
26488,UFHO2,http://store.steampowered.com/app/348840/UFHO2/,Free To Play
5755,DARIUSBURST Chronicle Saviours - Galaxy Force II,http://store.steampowered.com/app/428604/DARIUSBURST_Chronicle_Saviours__Galaxy_Force_II/,4.99
2813,Rocksmith® 2014 – Killswitch Engage - “My Curse”,http://store.steampowered.com/app/295041/Rocksmith_2014__Killswitch_Engage__My_Curse/,2.99
13135,Rocksmith® 2014 Edition – Remastered – Johnny Cash - “Sunday Mornin’ Comin’ Down”,http://store.steampowered.com/app/637815/Rocksmith_2014_Edition__Remastered__Johnny_Cash__Sunday_Mornin_Comin_Down/,2.99
16392,spaceBOUND Soundtrack,http://store.steampowered.com/app/692300/spaceBOUND_Soundtrack/,3.99
12249,"Microcosmum: survival of cells - Campaign ""Aliens""",http://store.steampowered.com/app/736450/Microcosmum_survival_of_cells__Campaign_Aliens/,4.99
21435,Hakuoki Movie 1 ~ Wild Dance of Kyoto,http://store.steampowered.com/app/523340/Hakuoki_Movie_1__Wild_Dance_of_Kyoto/,3.99
28062,FOTONICA,http://store.steampowered.com/app/253290/FOTONICA/,14.99
984,Quantum Conundrum,http://store.steampowered.com/app/200010/Quantum_Conundrum/,8.99
21925,World of Guns: U.S.A. Guns Pack #1,http://store.steampowered.com/app/519950/World_of_Guns_USA_Guns_Pack_1/,9.99
10333,Block Rocking Beats,http://store.steampowered.com/app/425400/Block_Rocking_Beats/,14.99
24667,GGXrd System Voice - AXL LOW,http://store.steampowered.com/app/419930/GGXrd_System_Voice__AXL_LOW/,0.99
6076,Battleborn,http://store.steampowered.com/app/394230/Battleborn/,Free to Play
4948,Zero Reflex Soundtrack,http://store.steampowered.com/app/427020/Zero_Reflex_Soundtrack/,Free
9837,Portal Knights - Lobot Box,http://store.steampowered.com/app/617120/Portal_Knights__Lobot_Box/,2.99
2447,DARK SOULS™ II Crown of the Sunken King,http://store.steampowered.com/app/271942/DARK_SOULS_II_Crown_of_the_Sunken_King/,9.99
13367,Hiro's Harvest Season,http://store.steampowered.com/app/717440/Hiros_Harvest_Season/,4.99
16260,Lumber King DLC - Ring Of Temptation,http://store.steampowered.com/app/681516/Lumber_King_DLC__Ring_Of_Temptation/,29.99
17606,Masked Shooters,http://store.steampowered.com/app/603130/Masked_Shooters/,0.99
31731,Tom Clancy's EndWar™,http://store.steampowered.com/app/21800/Tom_Clancys_EndWar/,9.99
28004,RPG Maker VX Ace - Tales of the Far East,http://store.steampowered.com/app/329821/RPG_Maker_VX_Ace__Tales_of_the_Far_East/,9.99
26600,New York Mysteries: Secrets of the Mafia,http://store.steampowered.com/app/372930/New_York_Mysteries_Secrets_of_the_Mafia/,6.99
26190,Ground Control Anthology,http://store.steampowered.com/app/254820/Ground_Control_Anthology/,4.99
16604,OHOTA KREPKOE - Soundtrack,http://store.steampowered.com/app/676780/OHOTA_KREPKOE__Soundtrack/,0.99
11684,DreamWorks Voltron VR Chronicles,http://store.steampowered.com/app/696940/DreamWorks_Voltron_VR_Chronicles/,14.99
6456,The Divergent Series: Insurgent,http://store.steampowered.com/app/417620/The_Divergent_Series_Insurgent/,3.99
30535,Expansion - Crusader Kings II: Sunset Invasion,http://store.steampowered.com/app/210902/Expansion__Crusader_Kings_II_Sunset_Invasion/,4.99
27433,Terra Lander,http://store.steampowered.com/app/338550/Terra_Lander/,5.99
11876,Heliborne - Search and Rescue Camouflage Pack,http://store.steampowered.com/app/730490/Heliborne__Search_and_Rescue_Camouflage_Pack/,3.99
10562,The Dungeon Power,http://store.steampowered.com/app/669960/The_Dungeon_Power/,2.99
26891,The Little Crane That Could,http://store.steampowered.com/app/361430/The_Little_Crane_That_Could/,11.99
25413,Expand - Soundtrack,http://store.steampowered.com/app/402690/Expand__Soundtrack/,3.99
16966,Photon Rush,http://store.steampowered.com/app/667660/Photon_Rush/,14.99
11105,White Day - Horror Costume - Hee-Min Lee,http://store.steampowered.com/app/687120/White_Day__Horror_Costume__HeeMin_Lee/,1.99
15475,Charlie the Duck,http://store.steampowered.com/app/691250/Charlie_the_Duck/,6.99
7790,Zombie Exodus: Safe Haven,http://store.steampowered.com/app/543980/Zombie_Exodus_Safe_Haven/,4.99
27984,RaceRoom - DTM Experience 2014,http://store.steampowered.com/app/331800/RaceRoom__DTM_Experience_2014/,17.99
2994,Geometry Dash,http://store.steampowered.com/app/322170/Geometry_Dash/,3.99
3985,Temporal Shift,http://store.steampowered.com/app/384900/Temporal_Shift/,9.99
10414,Of Guards and Thieves - Map Workshop,http://store.steampowered.com/app/666200/Of_Guards_and_Thieves__Map_Workshop/,Free
27626,Call of Duty®: Advanced Warfare - Magma Personalization Pack,http://store.steampowered.com/app/331060/Call_of_Duty_Advanced_Warfare__Magma_Personalization_Pack/,1.99
21881,Custom Town,http://store.steampowered.com/app/517700/Custom_Town/,0.99
15692,The Legend of Heroes: Trails of Cold Steel - Handy Accessories Pack,http://store.steampowered.com/app/605331/The_Legend_of_Heroes_Trails_of_Cold_Steel__Handy_Accessories_Pack/,0.99
15192,Starzine,http://store.steampowered.com/app/701890/Starzine/,14.99
8199,TILE,http://store.steampowered.com/app/567020/TILE/,1.99
16100,Silver Grapple,http://store.steampowered.com/app/595080/Silver_Grapple/,14.99
19837,Aerofly FS 2 - Northeastern USA,http://store.steampowered.com/app/570310/Aerofly_FS_2__Northeastern_USA/,14.99
23929,Assault on Arnhem,http://store.steampowered.com/app/450290/Assault_on_Arnhem/,9.99
29587,Rocksmith® 2014 – Oasis - “Champagne Supernova”,http://store.steampowered.com/app/258415/Rocksmith_2014__Oasis__Champagne_Supernova/,2.99
11482,Daath Origins™,http://store.steampowered.com/app/655340/Daath_Origins/,9.99
7747,Carmageddon: Max Damage,http://store.steampowered.com/app/505170/Carmageddon_Max_Damage/,16.99
3607,Remnants Of Isolation,http://store.steampowered.com/app/360010/Remnants_Of_Isolation/,1.99
10366,LOG the game,http://store.steampowered.com/app/645470/LOG_the_game/,5.99
27371,War of the Human Tanks - ALTeR,http://store.steampowered.com/app/301920/War_of_the_Human_Tanks__ALTeR/,12.99
15470,Shroom,http://store.steampowered.com/app/712440/Shroom/,2.99
14238,God Of Light: Remastered - OST,http://store.steampowered.com/app/748080/God_Of_Light_Remastered__OST/,1.99
28122,Rocksmith® 2014 – The Killers - “Runaways”,http://store.steampowered.com/app/295039/Rocksmith_2014__The_Killers__Runaways/,2.99
13607,Marvel vs. Capcom: Infinite - Special Zero Costume,http://store.steampowered.com/app/721145/Marvel_vs_Capcom_Infinite__Special_Zero_Costume/,3.99
22816,GlassWire,http://store.steampowered.com/app/355000/GlassWire/,Free To Play
7254,BioShock™ 2 Remastered,http://store.steampowered.com/app/409720/BioShock_2_Remastered/,19.99
30824,Saints Row: The Third - Horror Pack,http://store.steampowered.com/app/55399/Saints_Row_The_Third__Horror_Pack/,2.99
5328,Medusa's Labyrinth,http://store.steampowered.com/app/436110/Medusas_Labyrinth/,Free
23791,Holodrive,http://store.steampowered.com/app/370770/Holodrive/,Free to Play
4519,FSX: Steam Edition - Active Sky Next Add-On,http://store.steampowered.com/app/364340/FSX_Steam_Edition__Active_Sky_Next_AddOn/,24.99
18931,LookVR,http://store.steampowered.com/app/595490/LookVR/,Free
23448,Qubicle Utility Module,http://store.steampowered.com/app/456231/Qubicle_Utility_Module/,9.99
14669,LOGistICAL: USA - New York,http://store.steampowered.com/app/721380/LOGistICAL_USA__New_York/,9.99
10291,The Golf Club 2™ - The Aristocrat: Rags to Riches,http://store.steampowered.com/app/578580/The_Golf_Club_2__The_Aristocrat_Rags_to_Riches/,4.99
4884,COH 2 - British Commander: Tactical Support Regiment,http://store.steampowered.com/app/260292/COH_2__British_Commander_Tactical_Support_Regiment/,3.99
18312,The Cable Center - Virtual Archive,http://store.steampowered.com/app/612440/The_Cable_Center__Virtual_Archive/,Free To Play
1298,RPG Maker VX Ace - Futuristic Tiles Resource Pack,http://store.steampowered.com/app/229750/RPG_Maker_VX_Ace__Futuristic_Tiles_Resource_Pack/,19.99
21033,Lost in Reefs: Antarctic,http://store.steampowered.com/app/541970/Lost_in_Reefs_Antarctic/,3.99
23038,Platfinity™,http://store.steampowered.com/app/365440/Platfinity/,9.99
22952,Dead Island: Riptide Definitive Edition,http://store.steampowered.com/app/383180/Dead_Island_Riptide_Definitive_Edition/,19.99
9051,Lightspeed Frontier,http://store.steampowered.com/app/548650/Lightspeed_Frontier/,14.99
7947,DOFUS - Julith Pack,http://store.steampowered.com/app/553120/DOFUS__Julith_Pack/,64.99
17539,MidBoss,http://store.steampowered.com/app/561740/MidBoss/,14.99
18817,Induction - Soundtrack,http://store.steampowered.com/app/519070/Induction__Soundtrack/,5.99
12674,SpellForce 3,http://store.steampowered.com/app/311290/SpellForce_3/,49.99
18704,Shadow Warrior 2: Bounty Hunt DLC Part 1,http://store.steampowered.com/app/592460/Shadow_Warrior_2_Bounty_Hunt_DLC_Part_1/,Free
13933,FROG X BIRD,http://store.steampowered.com/app/700140/FROG_X_BIRD/,12.99
29633,HTML5 Exporter for Clickteam Fusion 2.5,http://store.steampowered.com/app/267652/HTML5_Exporter_for_Clickteam_Fusion_25/,69.99
5268,TANE DLC: Laaers Car Transporter,http://store.steampowered.com/app/438390/TANE_DLC_Laaers_Car_Transporter/,8.99
19375,Tavern Tycoon - Dragon's Hangover,http://store.steampowered.com/app/439340/Tavern_Tycoon__Dragons_Hangover/,10.99
30777,Gotham City Impostors Free to Play: Business Costume,http://store.steampowered.com/app/216442/Gotham_City_Impostors_Free_to_Play_Business_Costume/,2.99
19064,Trashville,http://store.steampowered.com/app/589390/Trashville/,1.99
19130,Inuyasha,http://store.steampowered.com/app/564550/Inuyasha/,1.99
12310,Cosmic Trail,http://store.steampowered.com/app/727970/Cosmic_Trail/,4.99
3806,D4: Season One Voice Over Script,http://store.steampowered.com/app/372512/D4_Season_One_Voice_Over_Script/,4.99
3425,Farming Simulator 15 - JCB,http://store.steampowered.com/app/345740/Farming_Simulator_15__JCB/,9.99
20812,Carnival Games® VR,http://store.steampowered.com/app/458920/Carnival_Games_VR/,19.99
22894,Bande Dessinee,http://store.steampowered.com/app/464512/Bande_Dessinee/,0.99
17855,Wars Across the World: Saratoga 1777,http://store.steampowered.com/app/551914/Wars_Across_the_World_Saratoga_1777/,Cooming Soon
21610,Chronicle: RuneScape Legends - Epic Pack,http://store.steampowered.com/app/508771/Chronicle_RuneScape_Legends__Epic_Pack/,19.99
28265,TRI Original Soundtrack + Artbook,http://store.steampowered.com/app/323730/TRI_Original_Soundtrack__Artbook/,8.99
20353,ArsonVille,http://store.steampowered.com/app/553610/ArsonVille/,1.0
23750,STAR WARS™: Rogue Squadron 3D,http://store.steampowered.com/app/455910/STAR_WARS_Rogue_Squadron_3D/,9.99
30773,Gotham City Impostors Free to Play: Pretty Poison,http://store.steampowered.com/app/216453/Gotham_City_Impostors_Free_to_Play_Pretty_Poison/,2.99
26440,12 Labours of Hercules II: The Cretan Bull,http://store.steampowered.com/app/360640/12_Labours_of_Hercules_II_The_Cretan_Bull/,2.99
21039,Lost Socks: Naughty Brothers,http://store.steampowered.com/app/501480/Lost_Socks_Naughty_Brothers/,9.99
22435,Evolution Planet: Gold Edition,http://store.steampowered.com/app/495090/Evolution_Planet_Gold_Edition/,4.99
21189,Aragami - Digital Artbook,http://store.steampowered.com/app/462390/Aragami__Digital_Artbook/,2.99
18994,Dangerous Games: Prisoners of Destiny Collector's Edition,http://store.steampowered.com/app/593720/Dangerous_Games_Prisoners_of_Destiny_Collectors_Edition/,9.99
16897,Bump+Smack,http://store.steampowered.com/app/652070/BumpSmack/,1.99
17935,Chad Daniels: As Is,http://store.steampowered.com/app/623870/Chad_Daniels_As_Is/,3.99
9666,TITAN SLAYER,http://store.steampowered.com/app/528260/TITAN_SLAYER/,12.99
21578,FSX Steam Edition: Seychelles Add-On,http://store.steampowered.com/app/457085/FSX_Steam_Edition_Seychelles_AddOn/,19.99
29640,Grimm,http://store.steampowered.com/app/252150/Grimm/,3.99
28517,DCS: Fw 190 D-9 Dora,http://store.steampowered.com/app/250990/DCS_Fw_190_D9_Dora/,49.99
14242,Punch Planet,http://store.steampowered.com/app/577970/Punch_Planet/,19.99
7970,Phantom Breaker: Battle Grounds - Frau Koujiro,http://store.steampowered.com/app/372110/Phantom_Breaker_Battle_Grounds__Frau_Koujiro/,5.99
15828,Jumphobia XL,http://store.steampowered.com/app/703200/Jumphobia_XL/,2.99
29024,Chompy Chomp Chomp,http://store.steampowered.com/app/292570/Chompy_Chomp_Chomp/,6.99
11361,Eight-Minute Empire,http://store.steampowered.com/app/656590/EightMinute_Empire/,6.99
2282,Castle: Never Judge a Book by its Cover,http://store.steampowered.com/app/301740/Castle_Never_Judge_a_Book_by_its_Cover/,9.99
2275,Railroad X,http://store.steampowered.com/app/251020/Railroad_X/,39.99
13724,Last Anime boy:Eazy Saving loli,http://store.steampowered.com/app/759490/Last_Anime_boyEazy_Saving_loli/,0.99
7972,Malazard: The Master of Magic,http://store.steampowered.com/app/504420/Malazard_The_Master_of_Magic/,7.99
9081,Deckbound Heroes (Open Beta),http://store.steampowered.com/app/540160/Deckbound_Heroes_Open_Beta/,Free To Play
5357,TANE DLC: Chicago North Western GE Dash 9 44CW,http://store.steampowered.com/app/404980/TANE_DLC_Chicago_North_Western_GE_Dash_9_44CW/,12.99
13056,Nebula Nuker,http://store.steampowered.com/app/688790/Nebula_Nuker/,0.99
26216,"Witches, Heroes and Magic",http://store.steampowered.com/app/378510/Witches_Heroes_and_Magic/,14.99
30131,COH 2 - German Skin: (L) Late War Factory Pattern,http://store.steampowered.com/app/231457/COH_2__German_Skin_L_Late_War_Factory_Pattern/,1.99
14099,Mr. Shadow - Illustrated book,http://store.steampowered.com/app/746450/Mr_Shadow__Illustrated_book/,Free
20253,Merlin adventurer store,http://store.steampowered.com/app/561340/Merlin_adventurer_store/,2.99
27736,Brick-Force: Black Knight DLC,http://store.steampowered.com/app/338650/BrickForce_Black_Knight_DLC/,17.99
24965,Tank: M1A1 Abrams Battle Simulation,http://store.steampowered.com/app/410550/Tank_M1A1_Abrams_Battle_Simulation/,6.99
13365,Power Supplied,http://store.steampowered.com/app/755760/Power_Supplied/,9.99
12987,Home Alone Girlfriend,http://store.steampowered.com/app/733290/Home_Alone_Girlfriend/,1.99
22594,Urban Pirate,http://store.steampowered.com/app/471380/Urban_Pirate/,6.99
12633,Marvel vs. Capcom: Infinite - Thanos Annihilation Costume,http://store.steampowered.com/app/721118/Marvel_vs_Capcom_Infinite__Thanos_Annihilation_Costume/,3.99
3228,TableTop Cricket,http://store.steampowered.com/app/349530/TableTop_Cricket/,9.99
28638,Call of Duty®: Ghosts - Blunt Force Character Pack,http://store.steampowered.com/app/309870/Call_of_Duty_Ghosts__Blunt_Force_Character_Pack/,1.99
27788,E-Book Crusader Kings II: Tales of Treachery,http://store.steampowered.com/app/329013/EBook_Crusader_Kings_II_Tales_of_Treachery/,6.99
13956,Olson's Boxing Challenge,http://store.steampowered.com/app/747790/Olsons_Boxing_Challenge/,0.99
