url,id,genres,tags,specs,price
http://store.steampowered.com/app/341160/Steam_Heroes/,341160,action  adventure  casual  indie,action  adventure  indie  casual  puzzle  match 3,singleplayer  steam trading cards  partial controller support,5.99
http://store.steampowered.com/app/249921/RPG_Maker_VX_Ace__High_Fantasy_Main_Party_Pack_1/,249921,design &amp; illustration  web publishing,design & illustration  web publishing  rpgmaker  fantasy  game development  rpg,singleplayer  downloadable content,11.99
http://store.steampowered.com/app/262610/Liquid_Rhythm/,262610,audio production,audio production  music  software,singleplayer,49.99
http://store.steampowered.com/app/390330/Mekazoo/,390330,action  adventure  casual  indie,action  indie  adventure  casual  great soundtrack  platformer  coop  runner  2d  music  character customization  singleplayer  classic  cute  comedy  arcade  colorful  atmospheric  retro  difficult,singleplayer  local coop  shared/split screen  steam achievements  full controller support  steam trading cards  steam cloud,9.99
http://store.steampowered.com/app/355262/HIS__P82_Twin_mustang_custom_Pack/,355262,action  casual  free to play  rpg  simulation  strategy,strategy  action  free to play  rpg  casual  simulation,singleplayer  multiplayer  coop  downloadable content  partial controller support,19.99
http://store.steampowered.com/app/591950/Zpeciation_Tough_Days_TD/,591950,indie  strategy,indie  strategy  survival  tower defense  zombies,singleplayer  steam trading cards,0.99
http://store.steampowered.com/app/513096/TS_Marketplace_GWR_High_Waist_Collett_Coaches_Pack_01_AddOn/,513096,simulation,simulation,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  steam leaderboards,4.99
http://store.steampowered.com/app/319830/AXEL__Air_XenoDawn/,319830,action  indie  simulation,simulation  action  indie  scifi  flight  futuristic  free to play,singleplayer  multiplayer  steam achievements  steam trading cards  partial controller support,Cooming Soon
http://store.steampowered.com/app/574670/VRC_PRO_Branded_cars_and_components_Deluxe/,574670,action  casual  indie  racing  simulation  sports,action  indie  casual  simulation  racing  sports,singleplayer  multiplayer  downloadable content  steam achievements  partial controller support  stats  steam leaderboards,14.99
http://store.steampowered.com/app/392630/NOBUNAGAS_AMBITION_SoI__Scenario_1_Stronger_Than_a_Alliance/,392630,strategy,strategy,singleplayer  downloadable content  steam cloud,2.99
http://store.steampowered.com/app/270870/8BitMMO__Steam_Founders_Pack_Basic/,270870,action  adventure  free to play  indie  massively multiplayer  rpg,action  adventure  rpg  massively multiplayer  indie  free to play,mmo  downloadable content  includes level editor,9.99
http://store.steampowered.com/app/344174/USFIV_Femme_Fatale_Horror_Pack/,344174,action,action,singleplayer  multiplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,3.99
http://store.steampowered.com/app/675120/Crusader_Crash/,675120,action  adventure  indie,action  adventure  indie  2d  platformer  side scroller,singleplayer  steam achievements  full controller support,3.99
http://store.steampowered.com/app/521830/HISTORY_TORCHKA/,521830,casual  indie  simulation,indie  casual  simulation,singleplayer  steam trading cards,0.99
http://store.steampowered.com/app/733250/Mover/,733250,action  casual  indie,action  indie  casual  retro  arcade  difficult  fastpaced,singleplayer  steam achievements  partial controller support,0.99
http://store.steampowered.com/app/553100/Timber_The_Logging_Experts/,553100,casual  simulation,casual  simulation  arcade,singleplayer,7.99
http://store.steampowered.com/app/19800/Brothers_in_Arms_Earned_in_Blood/,19800,action,action  fps  world war ii  tactical  military  strategy  singleplayer,singleplayer,9.99
http://store.steampowered.com/app/376932/Train_Simulator_Feather_River_Canyon_Route_AddOn/,376932,simulation,simulation  trains,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  steam leaderboards,39.99
http://store.steampowered.com/app/210113/Street_Fighter_X_Tekken_Additional_12_Characters_Pack/,210113,action,action  fighting,singleplayer  multiplayer  coop  downloadable content  partial controller support,19.99
http://store.steampowered.com/app/711700/Super_123/,711700,action  adventure  casual  indie  rpg  simulation  strategy,adventure  indie  casual  simulation  strategy  action  rpg  puzzle  shooter  retro  actionadventure  puzzleplatformer,singleplayer,Cooming Soon
http://store.steampowered.com/app/677997/FSX_Steam_Edition_Toposim_Japan_Korea__Taiwan_AddOn/,677997,simulation,simulation,singleplayer  multiplayer  downloadable content  steam achievements  partial controller support,19.99
http://store.steampowered.com/app/653250/ChaosChild/,653250,no info available,anime  episodic,no info available,1.99
http://store.steampowered.com/app/343760/Lost_Saga__White_Grim_Reapers_Perfect_Package/,343760,action  casual  free to play,action  casual  free to play,multiplayer  downloadable content  steam achievements  steam trading cards,24.99
http://store.steampowered.com/app/576580/Fantasy_Grounds__MiniDungeon_016_The_Halls_of_Hellfire_PFRPG/,576580,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,2.99
http://store.steampowered.com/app/637808/Rocksmith_2014_Edition__Remastered__Johnny_Cash__June_Carter__Jackson/,637808,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,2.99
http://store.steampowered.com/app/330370/Reload/,330370,action  casual  simulation,simulation  casual  action  onrails shooter,singleplayer  steam achievements  steam cloud  steam leaderboards,4.99
http://store.steampowered.com/app/443380/Tokyo_Babel/,443380,adventure,adventure  anime  visual novel  singleplayer  action,singleplayer  steam trading cards  steam cloud,34.99
http://store.steampowered.com/app/422080/OmniBus_Demo/,422080,action  indie,indie  action,singleplayer  game demo  full controller support,Cooming Soon
http://store.steampowered.com/app/420530/OneShot/,420530,adventure  casual  indie,pixel graphics  story rich  indie  great soundtrack  atmospheric  adventure  choices matter  cute  puzzle  singleplayer  rpgmaker  multiple endings  rpg  casual  2d  surreal  replay value  exploration  anime  psychological horror,singleplayer  steam achievements  steam trading cards  partial controller support  steam cloud,9.99
http://store.steampowered.com/app/616970/Oddworld_Strangers_Wrath__Soundtrack_Volume_One/,616970,action  adventure  strategy,strategy  action  adventure,singleplayer  downloadable content,2.99
http://store.steampowered.com/app/654740/STICK_ENGINE/,654740,action  adventure  indie  early access,early access  action  adventure  indie,singleplayer  multiplayer  local multiplayer  coop  local coop  shared/split screen  steam workshop  partial controller support  includes level editor,4.99
http://store.steampowered.com/app/712120/Rhythmica/,712120,action  early access,early access  action  rhythm,singleplayer,Cooming Soon
http://store.steampowered.com/app/709890/Crazy_Mob/,709890,action  adventure  casual  indie,action  adventure  indie  casual  tower defense  platformer,singleplayer  steam achievements,3.99
http://store.steampowered.com/app/6220/FlatOut/,6220,racing,racing  destruction  driving  multiplayer  classic  arcade  funny  action  singleplayer  great soundtrack,singleplayer  multiplayer,7.49
http://store.steampowered.com/app/463794/Warhammer_End_Times__Vermintide_Quests_and_Contracts/,463794,action  indie,action  indie,singleplayer  coop  downloadable content  steam achievements  steam trading cards  captions available  partial controller support  steam cloud,Free to Play
http://store.steampowered.com/app/264320/Captain_Morgane_and_the_Golden_Turtle/,264320,adventure  casual,adventure  casual  point & click  female protagonist  pirates,singleplayer,4.99
http://store.steampowered.com/app/538823/FourChords_Guitar_Karaoke__Chris_Young_Song_Pack/,538823,casual  indie  simulation,indie  casual  simulation,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards,2.99
http://store.steampowered.com/app/535410/Saga_of_the_Void_Admirals/,535410,no info available,strategy  vr  rts  space,singleplayer  online multiplayer  online coop  crossplatform multiplayer  htc vive  oculus rift  tracked motion controllers  standing  roomscale,7.99
http://store.steampowered.com/app/660820/Retro_Block_VR/,660820,no info available,indie  casual  vr,singleplayer  full controller support  htc vive  oculus rift  gamepad  keyboard / mouse  seated,2.99
http://store.steampowered.com/app/752780/W4RRioRS/,752780,indie  simulation,indie  simulation,singleplayer,0.99
http://store.steampowered.com/app/340990/Disney_Bolt/,340990,action  adventure,action  adventure  nudity,singleplayer  partial controller support  steam cloud,19.99
http://store.steampowered.com/app/497610/Command_LIVE__Don_of_a_New_Era/,497610,simulation  strategy,strategy  simulation,singleplayer  downloadable content  steam workshop  includes level editor,2.99
http://store.steampowered.com/app/454750/Aeternum/,454750,action  indie,action  indie  bullet hell  anime  shoot 'em up  difficult,singleplayer  steam achievements  full controller support  steam trading cards  steam cloud  stats  steam leaderboards,5.99
http://store.steampowered.com/app/741440/SKILL__Special_Force_2__Welcome_Pack/,741440,action  adventure  free to play  sports  strategy,strategy  free to play  action  sports  adventure,singleplayer  multiplayer  online multiplayer  mmo  coop  downloadable content  steam trading cards  inapp purchases,Free
http://store.steampowered.com/app/305472/Fantasy_Grounds__Deadlands_Reloaded_For_Whom_the_Whistle_Blows/,305472,indie  rpg,rpg  indie  turnbased  story rich  online coop  western  horror  adventure  partybased rpg,multiplayer  coop  crossplatform multiplayer  downloadable content  steam workshop,4.99
http://store.steampowered.com/app/613690/Fantasy_Grounds__0ones_Colorprints_6_Undersea_Caves_Map_Pack/,613690,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,3.99
http://store.steampowered.com/app/436646/Rocksmith_2014__Incubus__Pardon_Me/,436646,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,2.99
http://store.steampowered.com/app/426590/Blood_of_Magic/,426590,adventure  indie  rpg  simulation  strategy  early access,early access  adventure  rpg  indie  strategy  magic  simulation  turnbased  fantasy  base building  economy  turnbased combat  partybased rpg,singleplayer  steam achievements  steam trading cards,9.99
http://store.steampowered.com/app/342769/Rocksmith_2014__Seether_Song_Pack/,342769,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,7.99
http://store.steampowered.com/app/661520/Archangel/,661520,rpg,rpg  rpgmaker  jrpg  action rpg,singleplayer,1.99
http://store.steampowered.com/app/427350/Return_of_the_Living_Dead_3/,427350,no info available,movie  zombies  horror  gore,captions available,3.99
http://store.steampowered.com/app/750060/Pinball_FX3__Carnivals_and_Legends/,750060,simulation,simulation,singleplayer  multiplayer  downloadable content  steam achievements  full controller support  steam cloud,6.99
http://store.steampowered.com/app/435420/Operation_Matriarchy/,435420,action,action  fps,singleplayer  steam trading cards,5.99
http://store.steampowered.com/app/289820/Dracula_2_The_Last_Sanctuary/,289820,adventure  casual,adventure  casual  point & click  horror  vampire,singleplayer,4.99
http://store.steampowered.com/app/727890/Fantasy_Grounds__Token_Pack_93_Hybrids_2_Token_Pack/,727890,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,4.99
http://store.steampowered.com/app/271110/PAYDAY_2_The_Charlie_Santa_Heist/,271110,action  rpg,action  rpg  coop  fps  heist  online coop  gun customization  multiplayer  firstperson  great soundtrack  shooter,singleplayer  coop  downloadable content  steam achievements  steam trading cards  partial controller support,Cooming Soon
http://store.steampowered.com/app/566750/Crimson_Trigger/,566750,action  adventure  indie,action  indie  adventure  platformer  anime  fantasy  side scroller  cute  difficult,singleplayer  steam achievements  full controller support  steam trading cards  steam cloud,11.99
http://store.steampowered.com/app/561680/Santas_Christmas_Solitaire/,561680,casual  strategy,strategy  casual  card game,singleplayer,6.99
http://store.steampowered.com/app/703430/Star_Rangers_VR__Free_Demo/,703430,no info available,free to play  simulation  vr,singleplayer  htc vive  tracked motion controllers  seated  standing  roomscale,Free To Play
http://store.steampowered.com/app/535840/Marblize/,535840,casual  indie,casual  indie  puzzle,singleplayer  steam trading cards  partial controller support,11.99
http://store.steampowered.com/app/484940/Fantasy_Grounds__35EPFRPG_SH2_The_Temple_of_Jewels_and_Mirrors/,484940,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,9.99
http://store.steampowered.com/app/660390/RageBall/,660390,indie  sports,sports  indie  family friendly  esports,singleplayer  multiplayer  local multiplayer  full controller support,9.99
http://store.steampowered.com/app/24720/SPORE_Galactic_Adventures/,24720,action  simulation,simulation  action  space  adventure  exploration  open world  singleplayer  strategy  sandbox  scifi  multiplayer  god game  funny  rpg  comedy  crafting,singleplayer,19.99
http://store.steampowered.com/app/589760/Revhead/,589760,action  indie  racing  simulation,racing  action  indie  simulation,singleplayer  partial controller support,19.99
http://store.steampowered.com/app/339560/Man_Alive/,339560,casual  indie  early access,early access  indie  casual,singleplayer  steam achievements  partial controller support  steam leaderboards,4.99
http://store.steampowered.com/app/355670/Puzzle_Expedition/,355670,casual,casual  puzzle,singleplayer  steam cloud,7.99
http://store.steampowered.com/app/436623/Rocksmith_2014__Queensrche__Jet_City_Woman/,436623,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,2.99
http://store.steampowered.com/app/295038/Rocksmith_2014__The_Killers__Spaceman/,295038,casual  simulation,casual  simulation,singleplayer  shared/split screen  downloadable content  steam achievements  steam trading cards  partial controller support  steam cloud  steam leaderboards,2.99
http://store.steampowered.com/app/646260/Fantasy_Grounds__Death_Comes_to_Stoneholme_PFRPG/,646260,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,6.99
http://store.steampowered.com/app/714720/Jam_Studio_VR__Beamz_Original_Classical_Bundle/,714720,casual,casual,singleplayer  downloadable content  inapp purchases  partial controller support,4.99
http://store.steampowered.com/app/560101/Defiance__Sentinel_TITAN_Bundle/,560101,action  free to play  massively multiplayer  rpg,gore  sexual content  rpg  massively multiplayer  violent  action  free to play,multiplayer  mmo  coop  downloadable content  steam trading cards  partial controller support,99.99
http://store.steampowered.com/app/749540/Wild_Wolf/,749540,action  adventure  casual  indie  simulation  early access,early access  indie  action  adventure  simulation  casual  open world,singleplayer,9.99
http://store.steampowered.com/app/420250/True_Lovers_Knot_Soundtrack/,420250,casual  simulation,casual  simulation,singleplayer  downloadable content  steam trading cards,3.99
http://store.steampowered.com/app/511850/Fantasy_Grounds__Darkwoulfes_Token_Pack_Volume_14/,511850,indie  rpg  strategy,strategy  rpg  indie,multiplayer  coop  crossplatform multiplayer  downloadable content,4.99
http://store.steampowered.com/app/505015/Runbow__Saturas_Space_Adventure/,505015,action  adventure  casual  indie  racing,action  adventure  indie  casual  racing,singleplayer  multiplayer  online multiplayer  local multiplayer  coop  local coop  shared/split screen  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud,6.99
http://store.steampowered.com/app/700490/MysteriesDragonChess/,700490,casual  indie  strategy,indie  casual  strategy,singleplayer,10.99
http://store.steampowered.com/app/204900/Quantum_Conundrum_The_Desmond_Debacle/,204900,casual  strategy,strategy  casual,singleplayer  downloadable content,2.99
http://store.steampowered.com/app/502842/Pixel_Puzzles_Ultimate__Puzzle_Pack_Autumn/,502842,action  adventure  casual  free to play  indie  simulation  sports  strategy,strategy  action  adventure  indie  casual  simulation  sports  free to play,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  inapp purchases  steam cloud  stats  steam leaderboards,2.99
http://store.steampowered.com/app/545860/Luke_Sidewalker/,545860,action  adventure  casual,casual  adventure  action,singleplayer  steam achievements  full controller support  steam trading cards  steam leaderboards,0.99
http://store.steampowered.com/app/208346/Train_Simulator_Class_158_DMU_AddOn/,208346,simulation,simulation  trains  open world  sandbox  physics  atmospheric  realistic  family friendly  trackir,singleplayer  downloadable content  steam achievements  full controller support  steam cloud  steam leaderboards,8.99
http://store.steampowered.com/app/607040/Grimoire_Chronicles/,607040,adventure  casual  indie  rpg  strategy,adventure  casual  rpg  indie  strategy  rpgmaker,singleplayer  steam achievements  steam trading cards  partial controller support  steam cloud,3.99
http://store.steampowered.com/app/259041/State_of_Decay__Lifeline/,259041,action  rpg  simulation,zombies  action  survival  rpg  simulation  sandbox  open world  singleplayer  postapocalyptic  third person  horror,singleplayer  downloadable content  steam achievements  full controller support  steam leaderboards,6.99
http://store.steampowered.com/app/553470/Destination_Ares/,553470,adventure  indie  simulation  strategy,indie  simulation  strategy  adventure  pixel graphics  resource management  scifi  singleplayer  replay value  dark  atmospheric  funny  difficult  great soundtrack,singleplayer  steam achievements  steam trading cards  steam cloud  stats  includes level editor,19.99
http://store.steampowered.com/app/402880/Age_of_Barbarian_Extended_Cut/,402880,action  adventure  indie  rpg,action  nudity  adventure  indie  gore  female protagonist  platformer  rpg  singleplayer  hack and slash  fantasy  sexual content  2d  action rpg  dark fantasy  blood  1980s  retro  spectacle fighter  arcade,singleplayer  steam achievements  full controller support  steam trading cards,12.99
http://store.steampowered.com/app/380600/Fishing_Planet/,380600,free to play  massively multiplayer  simulation  sports,free to play  fishing  simulation  multiplayer  sports  massively multiplayer  realistic  relaxing  firstperson  coop  singleplayer  open world  online coop  adventure  family friendly  casual  mmorpg  action  fps  horror,singleplayer  multiplayer  online multiplayer  mmo  coop  online coop  full controller support,Free to Play
http://store.steampowered.com/app/688241/BLUE_REFLECTION__Sailor_Swimsuits_set_A_Hinako_Sarasa_Mao/,688241,rpg,rpg,singleplayer  downloadable content  steam achievements  partial controller support,5.99
http://store.steampowered.com/app/222580/Train_Simulator_DB_BR423_EMU_AddOn/,222580,simulation,simulation,singleplayer  downloadable content  steam achievements  full controller support  steam cloud  steam leaderboards,19.99
http://store.steampowered.com/app/589190/Judas_Goat/,589190,no info available,movie  short  violent,no info available,1.99
http://store.steampowered.com/app/367140/Wish_Project/,367140,action  indie,action  indie  bullet hell  shoot 'em up  local coop  shooter  2d  difficult  arcade  singleplayer  controller  anime,singleplayer  shared/split screen  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,1.99
http://store.steampowered.com/app/533060/PuppetShow_Mystery_of_Joyville/,533060,adventure  casual,adventure  casual  hidden object,singleplayer,6.99
http://store.steampowered.com/app/7530/Two_Worlds_II_Castle_Defense/,7530,strategy,strategy  tower defense  fantasy,singleplayer,9.99
http://store.steampowered.com/app/231478/COH_2__German_Skin_H_Winter_Ambush_Pattern/,231478,strategy,strategy,singleplayer  multiplayer  downloadable content  steam achievements  stats  steam leaderboards,1.99
http://store.steampowered.com/app/285730/Pool_Nation__Flair_Pack/,285730,casual  indie  simulation  sports  strategy,strategy  indie  casual  simulation  sports,singleplayer  multiplayer  downloadable content  steam achievements  full controller support  steam workshop  steam cloud  steam leaderboards,0.99
http://store.steampowered.com/app/364410/Invite_the_Dwarves_to_Dinner/,364410,adventure  casual  indie  rpg  simulation,adventure  rpg  indie  casual  simulation,singleplayer  downloadable content,1.99
http://store.steampowered.com/app/478050/Zaccaria_Pinball__House_of_Diamonds_Table/,478050,casual  free to play  simulation  sports,free to play  casual  simulation  sports,singleplayer  shared/split screen  crossplatform multiplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud  steam leaderboards,1.99
http://store.steampowered.com/app/533950/Dont_open_the_doors/,533950,action  adventure  indie  rpg,indie  action  adventure  rpg  isometric  great soundtrack  colorful  exploration  singleplayer  funny  narration  atmospheric  2d  action rpg  handdrawn  actionadventure  story rich  controller  hack and slash  choices matter,singleplayer  steam achievements  full controller support  steam trading cards,7.99
http://store.steampowered.com/app/667770/Nano_Shift/,667770,no info available,indie  simulation  adventure  vr,singleplayer  htc vive  oculus rift  tracked motion controllers  standing  roomscale,14.99
http://store.steampowered.com/app/567420/Skeet_VR_Target_Shooting__Thank_You_Bronze/,567420,action  simulation,action  simulation,singleplayer  downloadable content,4.99
http://store.steampowered.com/app/244090/Sid_Meiers_Ace_Patrol_Pacific_Skies/,244090,casual  strategy,strategy  casual  turnbased  turnbased strategy  world war ii  singleplayer  historical,singleplayer  multiplayer  steam achievements  steam trading cards  steam cloud  steam leaderboards,4.99
http://store.steampowered.com/app/738710/Neverwinter_Nights_Enhanced_Edition_Official_Soundtrack/,738710,rpg,rpg,singleplayer  local coop  downloadable content,Cooming Soon
http://store.steampowered.com/app/32430/STAR_WARS__The_Force_Unleashed_Ultimate_Sith_Edition/,32430,action,action  star wars  third person  scifi  singleplayer  hack and slash  adventure  story rich  controller  great soundtrack  quicktime events  platformer  rpg  beat 'em up,singleplayer  partial controller support  steam cloud,19.99
http://store.steampowered.com/app/523210/A_Normal_Lost_Phone/,523210,casual  indie,indie  casual  interactive fiction  mystery  story rich  short  singleplayer  puzzle  narration  detective  psychological  great soundtrack  adventure,singleplayer  steam achievements  steam trading cards,2.99
http://store.steampowered.com/app/654920/SQR_2/,654920,casual  indie,indie  casual,singleplayer  steam achievements,0.99
http://store.steampowered.com/app/677692/Ys_VIII_Lacrimosa_of_DANA__Digital_Soundtrack_Sampler/,677692,action  rpg,action  rpg,singleplayer  downloadable content  full controller support,Cooming Soon
http://store.steampowered.com/app/707590/Defense_Clicker/,707590,casual  strategy  early access,early access  strategy  casual  tower defense  clicker,singleplayer  steam achievements  steam trading cards  steam cloud  steam leaderboards,1.99
http://store.steampowered.com/app/457960/Holopoint/,457960,no info available,simulation  sports  action  indie  vr,singleplayer  steam achievements  stats  steam leaderboards  htc vive  oculus rift  tracked motion controllers  standing  roomscale,14.99
http://store.steampowered.com/app/650237/Lost_Dimension_Icon_of_Trust_Bundle/,650237,rpg  strategy,strategy  rpg,singleplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud,0.99
http://store.steampowered.com/app/556210/FSX_Steam_Edition_Beechcraft_Duchess_76_AddOn/,556210,simulation,simulation,singleplayer  multiplayer  downloadable content  partial controller support,16.99
http://store.steampowered.com/app/511110/DodgeBall_Blitz/,511110,action  indie  sports  early access,early access  sports  action  indie,multiplayer  online multiplayer  partial controller support,14.99
http://store.steampowered.com/app/569714/BERSERK__Schierke_Costume_Town_Girl/,569714,action,action,singleplayer  downloadable content  steam achievements  full controller support  steam cloud,3.49
http://store.steampowered.com/app/333250/Forward_to_the_Sky/,333250,action  adventure  casual  indie  rpg,anime  action  adventure  female protagonist  cute  rpg  indie  casual  puzzle  3d platformer  singleplayer,singleplayer  steam achievements  steam trading cards  partial controller support,7.99
http://store.steampowered.com/app/743620/EVE_Online_Multiple_Character_Training/,743620,action  free to play  massively multiplayer  rpg  strategy,strategy  action  free to play  rpg  massively multiplayer,multiplayer  online multiplayer  mmo  coop  online coop  downloadable content  steam trading cards,19.95
http://store.steampowered.com/app/491401/RPG_Maker_MV__Karugamo_Fantasy_BGM_Pack_02/,491401,design &amp; illustration  web publishing,design & illustration  web publishing,downloadable content  steam trading cards  partial controller support,9.99
http://store.steampowered.com/app/621070/Legends_of_Ellaria/,621070,action  adventure  indie  rpg  strategy  early access,early access  strategy  indie  rpg  action  adventure  building  rts  open world  sandbox  city builder  singleplayer  fantasy  base building  resource management  firstperson  exploration  actionadventure  nonlinear  third person,singleplayer,16.99
http://store.steampowered.com/app/11330/Obulis/,11330,casual  indie,puzzle  casual  indie  physics  singleplayer  strategy  atmospheric  great soundtrack,singleplayer  steam achievements,4.99
http://store.steampowered.com/app/208090/Loadout/,208090,action  free to play  indie,free to play  thirdperson shooter  action  gore  multiplayer  gun customization  shooter  funny  fastpaced  indie  comedy  mature  character customization  third person  cartoony  massively multiplayer  coop  crafting  arena shooter  casual,multiplayer  coop  steam achievements  steam trading cards  partial controller support  steam cloud  valve anticheat enabled,Free to Play
http://store.steampowered.com/app/448720/Puzzle_Box/,448720,action  adventure  casual  indie  strategy,casual  pixel graphics  atmospheric  platformer  great soundtrack  action  adventure  indie  strategy  puzzle  retro  anime  actionadventure  funny  singleplayer  puzzleplatformer  stylized  level editor  2d  sandbox,singleplayer  steam achievements  steam trading cards,9.99
http://store.steampowered.com/app/323850/Move_or_Die/,323850,action  indie,multiplayer  funny  local multiplayer  action  fastpaced  indie  2d  4 player local  platformer  online coop  casual  competitive  local coop  great soundtrack  coop  singleplayer  arcade  gore  memes  moddable,singleplayer  multiplayer  shared/split screen  crossplatform multiplayer  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  stats  includes level editor,14.99
http://store.steampowered.com/app/407290/There_Was_A_Caveman/,407290,indie,indie  platformer  pixel graphics  retro  2d  dinosaurs  actionadventure  singleplayer  action  adventure  fantasy  difficult,singleplayer  steam achievements  full controller support  steam trading cards,6.99
http://store.steampowered.com/app/213898/Magic_2014_Avacyns_Glory_Deck_Key/,213898,strategy,strategy,singleplayer  multiplayer  coop  shared/split screen  downloadable content  steam achievements  full controller support  steam cloud  stats  steam leaderboards,0.99
http://store.steampowered.com/app/602813/FSX_Steam_Edition_Hong_Kong_FSX_Live_AddOn/,602813,simulation,simulation,singleplayer  multiplayer  downloadable content  partial controller support,49.99
http://store.steampowered.com/app/453370/The_Renegades_of_Orion_20__Revenge_DLC_1/,453370,action  casual  indie,casual  action  indie  survival  shooter  2d  scifi  fantasy  space  arcade  atmospheric  singleplayer  stylized  shoot 'em up  anime,singleplayer  downloadable content  steam trading cards,0.99
http://store.steampowered.com/app/697580/Screamer/,697580,racing  simulation  sports,sports  simulation  racing,singleplayer  multiplayer,9.99
http://store.steampowered.com/app/368061/D4_SWERYs_Choice_Costume_Set_4_Bottles_of_Tequila/,368061,no info available,no info available,downloadable content,0.99
http://store.steampowered.com/app/390800/Circa_Infinity_Demo/,390800,action  indie,action  indie  pixel graphics  difficult  abstract  platformer  great soundtrack,singleplayer  game demo  partial controller support,Cooming Soon
http://store.steampowered.com/app/647830/LEGO_Marvel_Super_Heroes_2/,647830,action,action  lego  open world  multiplayer  superhero  adventure  funny  comedy  coop  singleplayer  family friendly  heist  character customization  local coop  sandbox,singleplayer  coop  shared/split screen  steam achievements  full controller support,39.99
http://store.steampowered.com/app/395100/Systematic_Immunity/,395100,action  adventure  indie,action  indie  adventure  platformer,singleplayer  steam achievements  full controller support  steam trading cards  steam workshop  steam cloud  includes level editor,6.99
http://store.steampowered.com/app/292320/Euro_Truck_Simulator_2__Force_of_Nature_Paint_Jobs_Pack/,292320,indie  simulation,simulation  indie  driving,singleplayer  downloadable content  steam achievements  steam trading cards  partial controller support  includes level editor,1.99
http://store.steampowered.com/app/683220/Businesshooiznes/,683220,casual  indie  simulation,indie  casual  simulation,singleplayer  steam achievements,0.99
http://store.steampowered.com/app/413811/Kung_Fu_Panda_Kai_and_Masters_Garden/,413811,action,action,singleplayer  multiplayer  downloadable content  full controller support,0.99
http://store.steampowered.com/app/700620/Temple_of_Aluxes/,700620,no info available,adventure  indie  vr  puzzle,singleplayer  htc vive  tracked motion controllers  roomscale,7.99
http://store.steampowered.com/app/361380/World_War_I/,361380,strategy,strategy  world war i  rts,singleplayer  steam cloud,4.99
http://store.steampowered.com/app/557810/Clicker_Guild/,557810,free to play,free to play  clicker  casual,singleplayer  steam achievements  steam trading cards  inapp purchases,Free To Play
http://store.steampowered.com/app/667310/Animal_Herding/,667310,action  casual  indie,action  casual  indie,singleplayer  steam achievements  steam cloud  steam leaderboards,1.99
http://store.steampowered.com/app/356370/Soccer_Manager_2015/,356370,free to play  sports,free to play  sports  soccer  football  multiplayer  strategy  singleplayer  simulation  action,singleplayer,Free to Play
http://store.steampowered.com/app/321610/Demonlisher/,321610,casual,casual,singleplayer,4.99
http://store.steampowered.com/app/204383/Dungeon_Defenders_Quest_for_the_Lost_Eternia_Shards_Part_3/,204383,action  strategy  rpg  indie,strategy  action  rpg  indie,singleplayer  multiplayer  coop  downloadable content  steam achievements,3.99
http://store.steampowered.com/app/519360/Kalen_Chock_Presents_Toxic_Painting_with_QA/,519360,no info available,design & illustration  tutorial,no info available,3.99
http://store.steampowered.com/app/431370/Diorama_No3__The_Marchland/,431370,no info available,indie  casual  simulation  vr,singleplayer  htc vive  oculus rift  tracked motion controllers  seated  standing  roomscale,2.99
http://store.steampowered.com/app/556960/Lost_Wing/,556960,action  racing  early access,early access  action  racing  arcade  fastpaced,singleplayer  full controller support  steam trading cards  steam leaderboards,4.99
http://store.steampowered.com/app/438690/Rocket_League__Batman_v_Superman_Dawn_of_Justice_Car_Pack/,438690,action  indie  racing  sports,sports  action  racing  indie  batman  multiplayer,singleplayer  multiplayer  coop  shared/split screen  crossplatform multiplayer  downloadable content  steam achievements  full controller support  steam trading cards  steam cloud  stats,1.99
